p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.012,73.974,785.453,3.559,0.683,1.5879
12.167,74.158,793.749,3.717,0.692,1.5993
12.650,74.023,801.714,3.753,0.695,1.6084
12.500,72.795,797.137,3.803,0.633,1.6056
12.660,71.988,792.517,3.910,0.607,1.6374
12.707,72.222,797.633,3.828,0.583,1.6340
12.688,71.265,764.973,3.682,0.578,1.6318
12.583,71.383,760.867,3.515,0.550,1.5998
12.750,71.141,745.329,3.388,0.516,1.6087
12.619,70.669,750.165,3.265,0.572,1.5530
12.316,69.665,750.546,3.117,0.589,1.5574
12.270,69.871,770.461,3.184,0.631,1.5137
12.042,69.840,783.252,3.101,0.661,1.5100
11.825,69.171,796.711,3.268,0.686,1.4849
11.878,70.847,806.404,3.392,0.675,1.4822
11.573,70.881,795.952,3.565,0.695,1.4813
11.579,71.208,798.106,3.656,0.677,1.4669
11.594,72.348,775.600,3.805,0.679,1.4824
11.566,71.698,769.847,3.848,0.665,1.4914
11.616,73.491,758.168,3.944,0.641,1.4977
11.762,72.837,745.992,3.801,0.585,1.5110
11.813,73.705,757.677,3.641,0.561,1.5244
11.892,74.086,759.412,3.633,0.544,1.5602
12.232,74.569,785.678,3.435,0.551,1.5841
