p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.090,67.727,857.865,4.351,0.816,1.7577
13.982,67.095,859.082,4.501,0.774,1.7815
14.428,67.486,868.289,4.456,0.794,1.7906
14.309,66.920,881.817,4.686,0.745,1.7884
14.484,66.191,878.044,4.679,0.731,1.8061
14.644,65.798,861.760,4.713,0.704,1.8066
14.512,65.939,843.270,4.471,0.639,1.7959
14.376,65.155,829.471,4.300,,1.7814
14.331,64.174,835.068,4.228,0.651,1.7753
14.341,64.417,817.024,4.129,0.651,1.7539
14.128,64.121,831.383,4.024,0.676,1.7360
13.937,63.532,841.846,4.085,0.714,1.6970
13.949,63.798,858.210,3.863,0.719,1.6677
13.893,64.204,872.405,4.078,0.753,1.6723
13.661,64.852,883.449,4.218,0.796,1.6337
13.395,65.098,880.445,4.224,0.823,1.6236
13.336,65.320,856.665,4.364,0.812,1.6210
13.268,66.414,847.972,4.483,0.756,1.6293
13.251,66.016,829.671,4.547,0.739,1.6353
13.494,66.663,819.839,4.721,0.720,1.6854
13.661,67.701,816.594,4.582,0.691,1.6975
13.740,67.684,835.931,4.621,0.682,1.7068
13.859,67.181,827.603,4.394,0.643,1.7499
14.115,68.444,851.451,4.411,0.643,1.7690
