p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.215,65.757,773.131,3.567,0.610,1.5017
12.290,64.612,788.964,3.718,0.651,1.5293
12.455,64.683,783.574,3.793,0.578,1.5297
12.406,64.096,800.096,3.836,0.575,1.5433
12.501,64.889,783.906,3.938,0.546,1.5629
12.871,63.228,777.847,3.772,0.522,1.5431
12.810,63.600,763.929,3.731,0.512,1.5420
12.657,63.119,750.960,3.630,0.479,1.5291
12.496,61.512,734.985,3.527,0.453,1.4997
12.474,61.996,734.890,3.293,0.500,1.5011
12.382,61.332,742.943,3.173,0.524,1.4517
12.049,61.336,753.478,3.228,0.506,1.4521
11.891,60.832,767.346,3.307,0.572,1.4316
11.718,61.717,788.506,3.202,0.571,1.4100
11.968,62.236,784.888,3.437,0.624,1.4111
11.788,61.538,793.749,3.436,0.643,1.3855
11.566,62.675,777.373,3.607,0.604,1.3782
11.695,63.070,768.800,3.677,0.588,1.3934
11.608,62.869,762.717,3.852,0.564,1.4035
11.469,64.286,753.126,3.984,0.572,1.4249
11.720,64.358,732.927,3.877,0.507,1.4495
11.954,64.719,746.584,3.854,0.511,1.4662
11.827,64.540,753.553,3.615,0.498,1.4714
12.301,65.054,760.780,3.590,0.487,1.5043
