p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.878,65.895,874.739,4.269,0.820,1.8156
16.130,65.548,889.970,4.348,0.807,1.8352
16.299,66.433,900.152,4.369,0.761,1.8511
16.530,65.888,908.190,4.615,0.740,1.8642
16.436,64.666,904.160,4.544,0.724,1.8994
16.646,64.583,887.212,4.435,0.670,1.8761
16.360,63.689,881.134,4.422,0.645,1.8836
16.617,63.599,872.121,4.365,0.637,1.8679
16.327,63.125,850.581,4.097,0.607,1.8297
16.306,63.263,860.334,4.029,0.636,1.8207
16.061,61.745,860.982,3.884,0.685,1.7966
16.043,63.089,879.125,3.792,0.700,1.7712
15.687,62.185,879.758,3.750,0.740,1.7542
15.594,62.431,887.623,4.004,0.744,1.7356
15.662,63.496,900.495,4.008,0.762,1.7335
15.347,63.193,905.997,4.243,0.801,1.7181
15.453,62.879,889.042,4.405,0.793,1.7159
15.423,63.646,885.283,4.498,0.794,1.7147
15.301,63.948,868.536,4.601,0.768,1.7332
15.448,65.608,866.716,4.518,0.742,1.7461
15.414,64.879,846.895,4.577,0.678,1.7654
15.733,66.009,863.440,4.466,0.651,1.7785
15.763,65.549,869.100,4.236,0.661,1.8112
15.809,65.789,872.201,4.187,0.655,1.8294
