p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.80,73.83,645.14,2.237,0.386,0.6232
11.82,73.90,644.13,2.268,0.393,0.6274
11.83,74.09,643.75,2.295,0.397,0.6261
11.87,74.16,646.77,2.331,0.398,0.6322
11.91,74.17,647.64,2.330,0.392,0.6348
11.96,74.18,647.25,2.356,0.388,0.6387
11.96,74.28,647.21,2.376,0.397,0.6424
11.98,74.29,645.07,2.412,0.404,0.6452
11.99,74.39,643.57,2.409,0.404,0.6455
12.00,74.56,642.67,2.446,0.408,0.6437
12.03,74.59,642.97,2.434,0.408,0.6465
12.03,74.57,641.28,2.427,0.400,0.6464
12.05,74.75,639.55,2.441,0.391,0.6462
12.08,74.79,637.09,2.455,0.386,0.6499
12.11,74.72,637.53,2.443,0.390,0.6521
12.12,74.66,635.69,2.425,0.390,0.6507
12.15,74.61,637.24,2.445,0.391,0.6493
12.19,74.70,638.15,2.427,0.391,0.6486
12.18,74.83,634.79,2.426,0.380,0.6477
12.21,74.84,632.43,2.423,0.370,0.6458
12.24,74.76,632.28,2.406,0.358,0.6426
12.24,74.77,629.64,2.397,0.357,0.6416
12.24,74.93,626.68,2.381,0.357,0.6443
12.27,74.95,627.86,2.385,0.350,0.6444
12.27,75.08,626.85,2.348,0.345,0.6457
12.26,75.16,625.24,2.337,0.334,0.6444
12.25,75.02,625.18,2.300,0.335,0.6404
12.27,75.06,625.02,2.272,0.335,0.6384
12.28,75.09,621.59,2.257,0.336,0.6321
12.30,75.07,617.92,2.223,0.335,0.6283
12.31,74.98,616.17,2.190,0.334,0.6256
12.31,,614.43,2.181,0.321,0.6240
12.32,74.86,612.95,2.136,0.320,0.6228
12.31,74.82,612.80,2.113,0.314,0.6200
12.30,74.78,612.27,2.119,0.317,0.6170
12.30,74.86,613.23,2.122,0.319,0.6123
12.29,74.91,609.54,2.077,0.322,0.6098
12.30,74.79,607.73,2.044,0.324,0.6106
12.28,74.74,605.75,2.017,0.319,0.6103
12.27,74.60,606.56,2.026,0.322,0.6051
12.22,74.65,604.16,2.032,0.316,0.5997
12.19,74.68,601.74,2.038,0.323,0.5980
12.16,74.55,600.90,2.019,0.330,0.5974
12.12,74.51,600.04,1.992,0.327,0.5945
12.09,74.46,598.60,2.005,0.334,0.5955
12.05,74.29,597.23,2.011,0.336,0.5959
12.02,74.29,599.46,2.015,0.336,0.5957
12.01,74.22,599.10,2.040,0.345,0.5923
11.99,74.20,600.98,2.048,0.344,0.5892
11.96,74.12,601.19,2.026,0.342,0.5853
11.92,73.90,599.00,2.050,0.343,0.5837
11.89,73.78,601.97,2.049,0.347,0.5842
11.89,73.58,603.93,2.070,0.358,0.5877
11.88,73.63,606.49,2.106,0.371,0.5852
11.86,73.64,608.71,2.102,0.372,0.5859
11.82,73.63,610.48,2.101,0.379,0.5884
11.80,73.49,608.83,2.103,0.382,0.5878
11.76,73.28,609.20,2.132,0.393,0.5913
11.73,73.29,608.40,2.146,0.396,0.5932
11.73,73.31,608.86,2.179,0.405,0.5934
11.71,73.10,607.80,2.218,0.401,0.5971
11.69,73.01,608.71,2.229,0.409,0.5959
11.67,72.81,612.80,2.263,0.405,0.6008
11.66,72.80,613.06,2.278,0.412,0.6056
11.64,72.78,616.13,2.305,0.407,0.6053
11.60,72.59,617.45,2.351,0.401,0.6078
11.55,72.51,618.72,2.391,0.399,0.6085
11.51,72.44,622.75,2.390,0.401,0.6154
11.48,72.30,626.75,2.406,0.396,0.6185
11.45,72.32,628.32,2.414,0.395,0.6180
11.45,72.22,630.75,2.408,0.392,0.6194
11.45,72.07,630.31,2.441,0.387,0.6254
