p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.188,70.845,738.851,3.211,0.642,1.4667
10.502,70.000,752.477,3.522,0.637,1.4724
10.475,71.195,766.487,3.647,0.600,1.4950
10.874,70.002,764.480,3.529,0.551,1.5085
10.838,70.355,765.059,3.691,0.513,1.5193
11.027,69.208,767.446,3.484,0.499,1.5120
10.885,69.094,753.693,3.476,0.494,1.4726
10.825,68.918,732.035,3.340,0.489,1.4763
10.912,67.904,716.157,3.261,0.479,1.4708
10.561,66.695,727.756,3.130,0.486,1.4350
10.432,66.174,725.894,2.960,0.480,1.4061
10.307,66.737,742.350,2.915,0.495,1.3933
10.106,66.975,751.234,2.910,0.544,1.3746
9.945,67.607,774.375,3.109,0.590,1.3489
9.924,66.671,768.500,3.096,0.582,1.3467
9.828,67.621,763.095,3.173,0.604,1.3468
9.822,67.643,755.917,3.328,0.644,1.3334
9.799,69.150,747.995,3.461,0.621,1.3587
9.952,68.625,734.453,3.698,0.559,1.3468
10.003,70.470,723.405,3.676,0.545,1.3719
9.808,69.967,729.388,3.584,0.490,1.3900
10.075,70.582,729.437,3.548,0.513,1.4068
10.271,70.627,730.837,3.466,0.486,1.4419
10.314,70.799,750.667,3.218,0.470,1.4598
