p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.792,70.732,729.445,3.103,0.565,1.4193
11.077,71.853,739.047,3.207,0.584,1.4244
10.941,70.660,747.911,3.372,0.548,1.4570
11.353,70.596,744.254,3.416,0.563,1.4366
11.091,71.125,737.475,3.355,0.504,1.4460
11.258,69.475,740.408,3.280,0.460,1.4434
11.462,69.612,714.220,3.309,0.434,1.4348
11.145,69.186,714.471,3.104,0.404,1.4522
11.282,67.790,706.161,3.053,0.412,1.4265
11.054,67.667,700.770,2.734,0.428,1.3904
10.895,67.915,706.157,2.694,0.439,1.3995
10.856,67.492,726.408,2.695,0.478,1.3399
10.667,67.348,729.200,2.699,0.503,1.3281
10.701,67.501,737.913,2.713,0.560,1.3278
10.304,68.444,758.993,2.751,0.559,1.3239
10.256,67.947,741.383,3.010,0.588,1.3108
10.211,68.402,746.125,3.065,0.576,1.2937
10.012,69.078,729.710,3.228,0.542,1.3120
10.265,70.378,715.952,3.296,0.556,1.3071
10.301,70.443,711.749,3.497,0.490,1.3131
10.391,70.666,705.196,3.279,0.498,1.3341
10.413,71.964,693.584,3.268,0.436,1.3805
10.583,71.824,712.952,3.145,0.424,1.3875
10.668,72.175,728.534,3.035,0.437,1.4060
