p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.063,74.441,770.211,3.418,0.665,1.5427
12.385,73.691,770.315,3.507,0.649,1.5679
12.458,74.689,796.711,3.489,0.631,1.5886
12.501,74.230,800.723,3.602,0.641,1.6123
12.447,72.956,786.646,3.670,0.589,1.6136
12.747,72.649,785.140,3.542,0.555,1.6042
12.708,71.356,766.741,3.654,0.520,1.5869
12.435,71.846,760.972,3.342,0.531,1.5820
12.488,70.736,748.395,3.290,0.518,1.5770
12.337,69.888,746.112,3.142,0.538,1.5473
12.316,70.840,742.585,3.077,0.533,1.5009
12.180,70.888,753.338,2.952,0.556,1.5127
11.792,70.827,772.089,2.950,0.589,1.4631
11.740,71.007,789.920,3.078,0.636,1.4532
11.671,71.331,800.418,3.096,0.678,1.4437
11.557,70.406,799.878,3.213,0.670,1.4221
11.306,71.568,779.529,3.483,0.667,1.4414
11.305,72.357,767.552,3.520,0.648,1.4374
11.324,73.234,764.271,3.573,0.648,1.4577
11.506,72.794,739.450,3.753,0.583,1.4701
11.776,74.362,732.398,3.716,0.588,1.5002
11.885,74.277,743.856,3.686,0.535,1.4902
11.937,74.622,749.366,3.559,0.522,1.5266
11.919,74.676,763.656,3.212,0.522,1.5525
