p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.011,70.320,766.447,3.663,0.693,1.5189
11.241,70.982,776.027,3.621,0.648,1.5383
11.700,69.704,785.514,3.898,0.637,1.5215
11.439,69.101,790.601,3.852,0.587,1.5346
11.614,68.564,773.319,3.964,0.600,1.5447
11.778,68.458,767.376,3.926,0.560,1.5650
11.866,68.694,758.720,3.854,0.499,1.5265
11.871,67.044,747.688,3.760,0.527,1.5382
11.660,66.977,725.877,3.520,0.520,1.5157
11.467,66.922,738.880,3.357,0.507,1.5053
11.483,66.868,748.021,3.319,0.517,1.4583
11.166,66.215,748.047,3.264,0.564,1.4406
11.073,66.833,755.441,3.337,0.597,1.4156
11.034,67.000,775.569,3.184,0.642,1.3961
10.966,67.234,772.722,3.345,0.658,1.3947
10.692,67.124,790.755,3.499,0.681,1.3840
10.538,67.845,775.850,3.737,0.659,1.3850
10.591,67.900,762.105,3.758,0.664,1.4136
10.625,68.520,751.534,3.797,0.612,1.4216
10.703,68.736,743.832,3.974,0.588,1.4009
10.674,69.060,732.851,3.868,0.582,1.4449
10.789,69.749,731.726,3.902,0.533,1.4455
10.981,69.454,741.503,3.742,0.517,1.4744
11.015,70.682,752.973,3.470,0.481,1.5102
