p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.636,70.565,839.940,4.082,0.784,1.7152
14.487,69.429,845.433,4.066,0.739,1.7334
14.901,68.850,850.186,4.216,0.753,1.7594
15.078,69.889,854.356,4.219,0.690,1.7674
14.837,68.626,845.183,4.400,0.708,1.7844
15.243,68.059,845.238,4.263,0.669,1.7713
15.061,68.207,828.239,4.281,0.616,1.7909
14.987,67.583,822.062,4.019,,1.7447
15.166,67.219,811.402,3.914,0.584,1.7345
14.711,66.438,813.198,3.723,0.617,1.7065
14.817,65.777,817.543,3.760,0.619,1.6831
14.683,66.363,830.301,3.664,0.652,1.6857
14.272,66.203,837.835,3.571,0.726,1.6761
14.122,65.300,857.482,3.679,0.744,1.6289
14.234,66.786,858.847,3.790,0.737,1.6305
14.062,66.641,862.549,4.002,0.784,1.6023
13.962,66.553,854.770,4.126,0.793,1.6255
13.898,68.080,837.430,4.210,0.764,1.6107
13.725,68.943,826.260,4.410,0.713,1.6278
13.965,68.126,818.677,4.363,0.722,1.6347
14.001,68.837,801.784,4.382,0.636,1.6745
14.193,70.190,813.653,4.305,0.614,1.6936
14.345,68.951,817.612,4.089,0.588,1.7218
14.633,69.419,831.370,3.966,0.598,1.7302
