p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.821,66.685,727.625,2.971,0.547,1.3923
11.936,66.867,756.458,3.051,0.574,1.4144
11.976,65.382,751.429,3.211,0.542,1.4520
12.246,65.888,760.242,3.444,0.512,1.4486
12.242,65.641,746.329,3.388,0.454,1.4536
12.358,64.623,750.741,3.325,0.467,1.4407
12.356,63.715,737.573,3.305,0.435,1.4344
12.262,63.316,727.626,2.987,0.381,1.4447
12.151,62.823,709.625,3.025,0.393,1.4365
12.057,62.239,709.470,2.855,0.383,1.3988
11.962,61.766,707.547,2.739,0.436,1.3730
11.785,61.950,730.685,2.765,0.451,1.3413
11.507,62.346,741.948,2.686,0.490,1.3454
11.547,61.948,757.457,2.647,0.512,1.3353
11.507,62.516,758.917,2.867,0.516,1.2959
11.066,63.594,761.988,2.858,0.561,1.2893
11.307,63.559,748.918,3.162,0.565,1.2844
11.067,64.946,744.153,3.242,0.553,1.3024
11.176,65.537,716.733,3.310,0.514,1.2961
11.341,65.862,713.234,3.351,0.506,1.3160
11.293,66.134,701.626,3.303,0.454,1.3627
11.390,65.924,721.393,3.356,0.436,1.3593
11.724,67.079,720.067,3.051,0.396,1.3981
11.799,66.078,738.030,3.087,0.408,1.4286
