p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.771,70.214,832.884,3.688,0.711,1.6677
13.937,69.548,840.599,3.950,0.692,1.7010
13.853,70.424,844.772,3.901,0.690,1.7185
14.043,70.069,838.904,4.053,0.700,1.7305
14.130,68.844,843.705,4.014,0.617,1.7321
14.338,68.712,840.533,3.988,0.623,1.7465
14.067,68.445,818.181,3.884,0.575,1.7275
14.151,67.063,801.159,3.896,0.545,1.7268
14.002,67.487,798.392,3.727,0.573,1.7017
14.220,67.040,800.939,3.604,0.552,1.6699
13.998,66.888,799.587,3.374,0.607,1.6605
13.727,65.568,823.607,3.381,0.621,1.6160
13.397,66.278,834.029,3.405,0.635,1.6230
13.454,66.285,836.210,3.314,0.681,1.5975
13.085,66.923,853.334,3.463,0.727,1.5795
13.018,67.345,841.145,3.746,0.747,1.5523
13.228,68.211,844.534,3.862,0.723,1.5787
13.010,68.122,822.136,4.028,0.728,1.5682
12.931,68.313,821.376,4.130,0.668,1.5813
13.248,68.757,803.277,4.026,0.624,1.6030
13.098,69.992,799.108,3.924,0.629,1.6276
13.458,70.280,795.621,3.989,0.569,1.6366
13.489,70.484,817.493,3.906,0.590,1.6628
13.620,70.438,823.290,3.627,0.588,1.6888
