p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.156,60.698,859.091,4.424,0.780,1.7445
15.168,60.572,867.466,4.656,0.753,1.7861
15.202,60.741,880.183,4.759,0.736,1.8074
15.282,60.467,893.729,4.769,0.718,1.8025
15.476,60.713,876.394,4.795,0.667,1.8055
15.685,60.249,865.166,4.759,0.662,1.8151
15.505,58.937,859.598,4.813,0.651,1.7944
15.671,59.141,846.260,4.716,0.644,1.7846
15.334,57.419,828.867,4.390,0.621,1.7829
15.273,57.934,834.366,4.452,0.646,1.7497
15.155,57.343,848.947,4.174,0.633,1.7312
14.981,57.645,862.538,4.296,0.669,1.7220
14.798,57.549,874.944,4.226,0.716,1.6764
14.958,57.511,882.960,4.169,0.724,1.6536
14.818,58.335,885.003,4.366,0.744,1.6414
14.473,57.737,888.223,4.408,0.769,1.6510
14.439,58.760,873.863,4.559,0.764,1.6442
14.369,58.775,856.355,4.631,0.735,1.6642
14.297,59.562,860.210,4.735,0.718,1.6821
14.413,59.807,833.513,4.752,0.709,1.6934
14.494,60.951,834.286,4.917,0.675,1.6923
14.748,60.445,837.484,4.869,0.623,1.7280
14.686,61.264,857.254,4.696,0.608,1.7483
15.170,60.520,862.932,4.482,0.634,1.7807
