p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.123,72.649,757.905,3.359,0.675,1.5151
11.441,73.652,778.117,3.501,0.624,1.5158
11.689,72.057,773.973,3.535,0.652,1.5625
11.811,72.164,781.770,3.564,0.578,1.5559
11.943,72.016,783.494,3.739,0.590,1.5773
12.009,71.584,768.737,3.568,0.510,1.5607
11.784,70.749,752.385,3.567,0.489,1.5476
11.759,71.097,753.645,3.439,0.518,1.5473
11.876,69.305,737.840,3.262,0.480,1.5233
11.659,69.600,734.407,3.099,0.484,1.4951
11.468,68.782,751.614,2.966,0.520,1.4641
11.141,68.486,755.480,2.954,0.542,1.4789
11.277,69.552,771.723,2.934,0.559,1.4570
10.934,69.406,787.276,2.994,0.625,1.4316
10.885,68.824,781.536,3.013,0.666,1.3914
10.890,70.545,789.327,3.228,0.630,1.3967
10.764,71.087,768.750,3.472,0.671,1.4086
10.481,70.489,758.539,3.525,0.603,1.4212
10.545,71.810,759.526,3.462,0.591,1.4267
10.850,72.795,750.317,3.698,0.568,1.4424
10.629,71.892,730.982,3.640,0.566,1.4443
10.966,73.391,741.327,3.455,0.538,1.4778
10.997,73.330,746.328,3.389,0.483,1.5062
11.377,73.081,763.003,3.300,0.484,1.5190
