p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.396,70.564,897.629,4.536,0.910,1.8798
15.489,70.211,902.541,4.839,0.860,1.9097
15.701,70.995,907.119,4.915,0.858,1.9189
15.749,70.538,925.337,4.868,0.834,1.9497
15.896,69.341,910.489,4.851,0.807,1.9594
16.071,68.644,894.975,4.821,0.779,1.9552
15.855,69.163,886.204,4.789,0.741,1.9154
16.014,68.450,874.473,4.604,0.746,1.9039
15.645,66.686,871.393,4.573,0.727,1.9196
15.627,66.669,862.568,4.348,0.737,1.8901
15.518,66.128,868.649,4.429,0.763,1.8552
15.184,67.217,886.241,4.194,0.793,1.8382
15.354,65.977,898.565,4.232,0.844,1.8224
14.921,66.481,911.358,4.399,0.819,1.7830
15.091,66.872,906.549,4.310,0.843,1.8077
14.937,67.714,919.553,4.452,0.869,1.7648
14.563,68.067,900.628,4.636,0.862,1.7910
14.751,68.486,887.190,4.722,0.846,1.7662
14.808,69.026,884.143,4.837,0.858,1.8008
14.717,69.637,861.600,4.992,0.832,1.8254
14.989,70.529,865.620,4.857,0.799,1.8104
14.894,69.929,861.300,4.898,0.772,1.8470
15.189,70.731,876.264,4.836,0.718,1.8628
15.268,70.769,883.529,4.497,0.749,1.8930
