p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.887,75.283,834.649,4.106,0.820,1.7355
12.997,74.773,856.572,4.307,0.783,1.7769
13.181,73.763,856.699,4.340,0.785,1.7825
13.243,74.284,854.836,4.464,0.732,1.7809
13.660,72.991,857.430,4.483,0.735,1.7983
13.774,72.208,841.789,4.431,0.712,1.7911
13.441,72.181,835.046,4.316,0.647,1.7743
13.607,71.924,816.151,4.206,0.634,1.7713
13.674,71.498,808.785,4.154,0.676,1.7699
13.295,71.486,803.710,4.025,0.655,1.7316
13.272,70.880,826.797,3.727,0.711,1.7253
13.229,70.380,821.111,3.765,0.689,1.6737
13.109,70.660,833.532,3.847,0.738,1.6508
12.848,70.259,849.666,3.863,0.757,1.6700
12.646,71.671,857.469,3.909,0.771,1.6286
12.316,70.873,853.480,3.962,0.823,1.6178
12.488,71.232,851.921,4.275,0.779,1.6211
12.430,73.214,837.434,4.355,0.783,1.6542
12.277,73.568,824.201,4.341,0.744,1.6466
12.421,74.138,805.849,4.558,0.744,1.6397
12.416,73.584,804.514,4.402,0.716,1.6630
12.769,74.428,811.072,4.348,0.693,1.7037
13.036,74.841,819.543,4.332,0.668,1.7324
13.105,74.288,844.921,4.211,0.642,1.7375
