p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.041,68.508,775.935,3.198,0.624,1.5229
12.375,67.767,781.258,3.408,0.611,1.5488
12.465,67.454,798.475,3.518,0.607,1.5423
12.753,67.436,789.665,3.609,0.536,1.5723
12.762,66.899,792.268,3.580,0.533,1.5726
12.658,67.136,771.352,3.457,0.517,1.5693
12.750,65.854,769.799,3.363,0.492,1.5669
12.927,65.548,744.226,3.250,0.437,1.5402
12.646,64.971,740.357,3.236,0.445,1.5250
12.744,64.136,754.390,3.042,0.496,1.4961
12.275,63.379,761.458,2.931,0.467,1.4725
12.229,64.097,754.318,2.946,0.538,1.4535
12.263,64.604,771.450,2.946,0.545,1.4318
11.914,63.976,789.173,2.993,0.580,1.4096
11.775,65.128,801.276,2.975,0.633,1.4161
11.564,64.161,783.871,3.245,0.613,1.3993
11.831,64.666,788.622,3.314,0.609,1.4117
11.643,65.745,767.000,3.463,0.600,1.4024
11.555,65.904,762.131,3.569,0.593,1.4037
11.668,66.777,750.499,3.557,0.569,1.4316
11.843,66.746,744.689,3.616,0.487,1.4567
12.082,68.483,753.380,3.487,0.455,1.4839
11.874,67.882,761.844,3.490,0.436,1.4955
12.319,67.700,761.055,3.202,0.472,1.5099
