p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.812,61.833,779.199,3.573,0.652,1.5445
14.088,63.097,795.276,3.534,0.634,1.5863
14.368,62.753,802.353,3.787,0.612,1.6013
14.446,61.438,811.982,3.873,0.575,1.5973
14.630,61.975,799.582,3.796,0.541,1.6266
14.668,60.721,793.063,3.821,0.525,1.6146
14.678,60.884,791.227,3.698,0.465,1.5934
14.380,59.465,777.725,3.652,0.446,1.6087
14.404,58.595,766.479,3.457,0.481,1.5586
14.190,59.323,766.373,3.256,0.493,1.5614
14.434,57.942,761.928,3.184,0.506,1.5250
13.901,58.660,774.750,3.109,0.543,1.5073
14.111,58.907,805.525,3.173,0.585,1.4942
13.774,58.718,804.278,3.162,0.608,1.4807
13.690,59.192,813.870,3.258,0.603,1.4626
13.639,59.025,804.516,3.503,0.644,1.4351
13.260,60.352,804.302,3.582,0.614,1.4512
13.437,60.294,790.300,3.664,0.607,1.4513
13.389,61.497,778.831,3.924,0.601,1.4500
13.318,61.658,761.163,3.898,0.572,1.4636
13.447,61.722,768.988,3.936,0.510,1.5155
13.729,61.963,759.220,3.773,0.463,1.5045
13.787,63.111,772.076,3.636,0.489,1.5258
14.036,61.678,796.885,3.593,0.448,1.5739
