p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.064,65.060,907.975,4.534,0.827,1.8794
16.215,64.894,910.140,4.599,0.857,1.9261
16.684,64.959,931.666,4.733,0.843,1.9140
16.624,64.591,929.300,4.995,0.775,1.9313
16.784,64.507,921.629,4.966,0.742,1.9275
16.948,63.415,903.204,4.965,0.722,1.9250
16.819,62.575,897.344,4.754,0.718,1.9329
16.873,62.226,890.856,4.734,0.703,1.9026
16.892,61.639,882.045,4.583,0.679,1.9185
16.673,62.132,884.550,4.296,0.681,1.8822
16.368,61.635,877.909,4.253,0.698,1.8770
16.285,61.671,900.594,4.261,0.753,1.8552
16.105,62.296,898.701,4.139,0.775,1.8021
15.903,61.636,912.913,4.260,0.838,1.8163
15.781,61.658,927.833,4.390,0.858,1.7794
15.601,62.996,927.581,4.616,0.840,1.7798
15.791,62.073,917.199,4.582,0.857,1.7815
15.559,63.963,898.814,4.717,0.839,1.7669
15.739,64.483,887.132,4.837,0.788,1.8030
15.573,64.551,871.677,4.856,0.791,1.8096
15.788,65.533,874.278,4.813,0.736,1.8464
15.888,65.595,885.002,4.743,0.686,1.8501
16.171,65.033,892.968,4.667,0.718,1.8818
16.286,65.878,909.383,4.523,0.688,1.8909
