p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.759,75.008,805.393,3.709,0.774,1.6636
12.790,75.925,824.402,3.831,0.730,1.6894
13.133,75.056,830.006,4.095,0.737,1.7175
13.127,75.383,845.789,4.103,0.723,1.7141
13.379,74.872,843.427,4.160,0.673,1.7466
13.468,73.192,831.536,4.051,0.622,1.7136
13.392,73.507,819.027,3.889,0.635,1.7038
13.242,72.063,789.686,3.913,0.616,1.7001
13.068,72.527,790.221,3.786,0.629,1.6862
13.142,72.407,793.358,3.545,0.610,1.6826
13.073,72.020,803.795,3.558,0.645,1.6541
12.772,71.221,811.451,3.382,0.680,1.6253
12.600,71.092,822.890,3.451,0.689,1.6233
12.339,72.012,822.592,3.482,0.718,1.5785
12.451,71.499,831.245,3.600,0.759,1.5739
12.322,72.445,846.700,3.616,0.780,1.5750
12.239,72.320,832.253,3.718,0.728,1.5779
12.093,72.853,808.406,3.868,0.742,1.5800
11.958,74.460,800.615,4.110,0.693,1.5670
12.251,74.975,791.957,3.977,0.657,1.5950
12.286,75.114,792.447,4.153,0.678,1.6213
12.534,75.778,785.869,3.952,0.626,1.6469
12.481,75.957,803.013,3.785,0.611,1.6590
12.537,75.003,808.849,3.835,0.600,1.6777
