p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.092,68.461,778.113,3.292,0.639,1.5467
13.188,67.555,785.288,3.496,0.638,1.5633
13.248,67.901,797.321,3.673,0.594,1.5775
13.312,66.901,802.741,3.632,0.610,1.5948
13.253,66.967,795.458,3.641,0.569,1.5820
13.625,65.857,788.084,3.652,0.497,1.5624
13.515,65.544,770.446,3.552,0.483,1.5546
13.330,65.200,761.791,3.340,0.467,1.5746
13.364,65.251,738.524,3.296,0.448,1.5597
13.126,63.926,752.105,3.166,0.514,1.5259
13.101,64.625,746.458,3.091,0.489,1.4871
12.913,63.722,753.913,2.907,0.556,1.4595
12.834,63.907,767.591,3.120,0.590,1.4650
12.858,63.269,780.822,2.976,0.630,1.4367
12.596,64.871,790.622,3.185,0.596,1.4450
12.342,64.009,794.214,3.420,0.641,1.4347
12.212,64.702,782.594,3.563,0.608,1.4239
12.348,65.805,779.040,3.519,0.591,1.4286
12.217,66.536,763.039,3.564,0.598,1.4418
12.180,67.384,751.876,3.746,0.579,1.4433
12.465,66.935,748.171,3.656,0.547,1.4568
12.782,67.304,743.335,3.544,0.479,1.4745
12.570,67.966,748.365,3.395,0.479,1.4961
12.729,68.333,772.755,3.369,0.488,1.5286
