p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.502,66.163,855.900,4.095,0.758,1.7713
15.689,65.754,871.234,4.118,0.735,1.8198
15.996,65.927,884.889,4.275,0.742,1.8276
16.306,64.720,880.254,4.534,0.740,1.8066
16.300,64.495,873.132,4.554,0.650,1.8155
16.255,63.782,878.633,4.403,0.624,1.8338
16.369,63.289,857.173,4.330,0.628,1.8332
16.436,62.951,845.725,4.075,0.608,1.7994
16.293,63.015,843.649,4.073,0.617,1.7724
15.948,61.958,840.794,3.855,0.623,1.7705
15.847,61.377,850.947,3.711,0.651,1.7640
15.888,61.579,861.110,3.660,0.668,1.7273
15.774,60.753,876.102,3.821,0.729,1.7285
15.576,62.078,885.054,3.881,0.748,1.7027
15.135,61.637,878.642,3.909,0.755,1.6619
15.207,62.424,882.420,4.102,0.792,1.6607
15.028,62.678,880.997,4.172,0.782,1.6539
15.188,63.532,865.858,4.218,0.774,1.6621
15.243,64.504,859.426,4.325,0.699,1.6695
15.073,63.887,830.366,4.382,0.700,1.6857
15.409,65.496,837.283,4.474,0.650,1.7159
15.191,65.622,829.129,4.239,0.642,1.7459
15.674,65.061,848.311,4.148,0.604,1.7713
15.836,65.729,851.190,4.086,0.612,1.7651
