p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.211,74.336,776.802,3.146,0.670,1.5500
11.447,74.086,786.007,3.348,0.651,1.5509
11.718,73.842,783.297,3.543,0.648,1.5628
11.635,74.323,788.157,3.477,0.610,1.5774
11.704,73.769,782.935,3.449,0.553,1.5691
11.799,73.300,777.972,3.478,0.554,1.5853
11.756,72.588,764.440,3.472,0.525,1.5734
11.731,71.774,746.400,3.324,0.468,1.5671
11.873,70.936,752.415,3.082,0.479,1.5437
11.895,71.139,739.151,3.042,0.507,1.5087
11.470,70.638,746.419,2.883,0.514,1.4855
11.346,69.565,763.322,2.904,0.559,1.4754
11.142,69.585,780.838,2.926,0.614,1.4471
11.139,70.861,792.929,2.966,0.644,1.4548
10.916,70.036,794.999,3.044,0.666,1.4194
10.864,70.842,785.885,3.086,0.644,1.4218
10.873,71.982,782.935,3.278,0.667,1.4370
10.743,72.318,777.304,3.471,0.663,1.4075
10.605,71.907,748.664,3.413,0.582,1.4252
10.617,73.132,752.151,3.670,0.556,1.4436
10.970,74.419,747.895,3.509,0.535,1.4736
10.957,73.265,738.204,3.380,0.518,1.5056
11.381,74.889,747.417,3.382,0.529,1.5218
11.502,74.991,761.492,3.117,0.508,1.5294
