p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.387,66.333,929.528,4.988,0.895,1.9885
17.576,65.049,931.145,5.002,0.902,2.0278
17.701,65.035,943.456,5.316,0.922,2.0272
17.875,65.615,961.657,5.278,0.866,2.0516
17.723,64.596,941.498,5.351,0.817,2.0254
18.042,63.854,935.020,5.402,0.776,2.0533
18.092,64.157,915.423,5.093,0.807,2.0199
18.064,62.447,920.801,5.073,0.764,2.0129
17.702,62.565,905.262,4.906,0.737,2.0099
17.887,63.019,911.625,4.868,0.786,1.9912
17.649,62.633,919.623,4.716,0.814,1.9785
17.403,61.803,913.121,4.544,0.827,1.9211
17.326,61.886,942.729,4.677,0.834,1.9258
17.169,61.534,949.862,4.777,0.912,1.8899
16.844,62.020,959.973,4.800,0.908,1.8982
16.714,62.533,944.569,4.840,0.906,1.8883
16.825,63.218,947.528,5.123,0.947,1.8928
16.890,64.274,935.482,5.233,0.906,1.8805
16.782,64.954,915.226,5.253,0.852,1.8798
16.637,64.268,906.020,5.334,0.840,1.8999
16.753,65.468,904.194,5.193,0.799,1.9393
17.001,64.777,906.625,5.134,0.792,1.9646
17.091,66.213,916.047,5.056,0.762,1.9631
17.262,66.400,918.597,4.957,0.765,2.0036
