p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.480,62.311,831.135,3.956,0.712,1.6544
14.683,63.016,850.606,4.236,0.720,1.7061
14.955,61.779,845.099,4.150,0.681,1.7078
15.131,61.773,846.499,4.381,0.640,1.7220
15.102,61.920,842.785,4.316,0.596,1.7263
15.034,60.346,844.025,4.329,0.564,1.7159
15.235,59.720,834.175,4.298,0.579,1.7002
15.018,59.692,821.173,3.984,0.526,1.7004
15.130,58.591,809.279,4.022,0.572,1.6929
14.969,59.079,802.063,3.850,0.571,1.6576
14.846,58.665,817.852,3.768,0.562,1.6254
14.467,57.761,827.067,3.742,0.623,1.6038
14.415,58.984,844.826,3.656,0.611,1.5816
14.325,59.121,856.868,3.651,0.663,1.5892
14.290,58.880,855.509,3.731,0.687,1.5709
14.044,58.678,861.414,4.013,0.704,1.5601
14.025,59.164,848.084,4.147,0.714,1.5641
13.875,61.048,824.873,4.320,0.699,1.5635
14.094,60.799,823.123,4.261,0.691,1.5675
14.148,60.857,813.229,4.404,0.642,1.5710
14.258,61.252,803.808,4.284,0.627,1.6138
14.378,62.895,807.762,4.197,0.581,1.6479
14.491,62.152,816.567,4.067,0.563,1.6379
14.693,62.230,821.618,4.041,0.550,1.6834
