p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.978,67.960,866.097,4.529,0.837,1.8039
15.141,68.827,874.968,4.750,0.845,1.8265
15.144,67.669,896.550,4.825,0.800,1.8653
15.492,67.993,893.824,4.909,0.790,1.8627
15.456,67.327,882.809,4.985,0.758,1.8642
15.459,67.187,878.933,4.901,0.737,1.8607
15.742,66.355,862.011,4.759,0.693,1.8578
15.541,66.651,854.741,4.714,,1.8535
15.599,65.426,851.376,4.539,0.674,1.8167
15.213,65.199,840.855,4.477,0.706,1.7967
15.369,64.995,846.976,4.340,0.735,1.7954
14.937,64.880,865.628,4.236,0.760,1.7685
14.737,65.327,872.111,4.197,0.775,1.7333
14.648,65.003,888.895,4.251,0.787,1.7334
14.722,64.847,884.757,4.398,0.812,1.7338
14.474,66.193,886.547,4.377,0.861,1.7218
14.499,66.469,881.497,4.658,0.862,1.7046
14.352,66.709,867.453,4.678,0.851,1.7156
14.526,67.212,848.391,4.777,0.782,1.7127
14.512,67.979,848.337,4.876,0.758,1.7375
14.412,68.456,851.000,4.856,0.751,1.7476
14.830,68.580,843.586,4.870,0.730,1.7682
14.704,68.615,857.283,4.697,0.721,1.8008
14.837,69.302,863.457,4.604,0.657,1.8196
