p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.581,74.903,815.340,3.730,0.747,1.6613
12.916,74.689,813.674,3.973,0.724,1.6661
12.873,74.326,826.430,4.024,0.715,1.7099
13.029,73.826,823.602,4.216,0.711,1.6961
13.268,72.328,833.792,4.151,0.697,1.7066
13.059,71.872,820.969,4.098,0.657,1.7236
13.000,72.285,809.850,3.999,0.619,1.7083
13.361,72.017,783.229,3.807,0.576,1.6879
12.958,71.049,775.670,3.717,0.613,1.6587
12.870,70.732,776.143,3.632,0.594,1.6538
12.827,70.952,789.249,3.480,0.635,1.6346
12.494,69.855,791.035,3.518,0.645,1.6134
12.365,70.015,,3.506,0.717,1.5830
12.173,70.930,830.757,3.441,0.749,1.5898
12.392,70.112,834.340,3.640,0.769,1.5396
12.282,70.709,833.348,3.857,0.746,1.5514
12.227,71.688,822.064,3.832,0.730,1.5518
12.142,71.301,806.406,4.050,0.762,1.5629
11.944,72.289,799.305,4.200,0.689,1.5747
12.172,72.473,789.691,4.098,0.684,1.5909
12.077,74.179,774.636,4.019,0.623,1.5978
12.310,74.085,775.254,3.989,0.611,1.6376
12.462,74.462,784.509,4.058,0.600,1.6435
12.446,73.633,801.438,3.839,0.609,1.6699
