p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.390,72.205,782.145,3.633,0.736,1.5884
12.229,72.478,797.092,3.875,0.742,1.6137
12.378,72.196,796.547,4.044,0.670,1.6385
12.817,71.772,816.523,4.158,0.642,1.6231
12.925,70.553,800.220,3.993,0.625,1.6308
12.773,69.882,785.220,4.027,0.584,1.6233
12.886,69.909,774.501,3.950,0.589,1.6509
12.674,69.232,768.235,3.827,0.533,1.6181
12.649,69.385,754.369,3.747,0.588,1.5845
12.641,69.275,762.974,3.659,0.595,1.5655
12.589,68.028,768.647,3.532,0.598,1.5699
12.362,68.093,781.109,3.470,0.654,1.5245
12.131,67.816,792.807,3.416,0.682,1.5136
12.201,67.786,797.958,3.512,0.674,1.4873
11.866,68.737,805.446,3.490,0.702,1.4854
11.692,69.547,803.424,3.582,0.713,1.4792
11.488,68.801,802.396,3.927,0.692,1.4855
11.558,69.276,786.305,3.870,0.724,1.4878
11.699,71.388,763.214,4.109,0.685,1.4799
11.571,71.293,758.355,4.134,0.662,1.5073
11.760,71.513,759.007,4.005,0.590,1.5334
11.813,71.737,750.794,4.048,0.581,1.5337
12.275,71.884,775.305,3.878,0.554,1.5630
12.375,72.970,783.811,3.653,0.549,1.6010
