p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.81,73.87,648.74,2.250,0.383,0.6361
11.84,73.93,648.61,2.257,0.393,0.6346
11.89,74.08,649.18,2.287,0.391,0.6365
11.92,74.23,648.48,2.302,0.395,0.6369
11.97,74.24,646.03,2.351,0.400,0.6391
12.01,74.20,647.90,2.351,0.401,0.6411
12.03,74.16,646.10,2.385,0.396,0.6424
12.06,74.26,644.55,2.408,0.395,0.6426
12.08,74.46,645.98,2.436,0.393,0.6419
12.11,74.48,644.80,2.433,0.396,0.6452
12.13,74.58,646.31,2.445,0.401,0.6471
12.16,74.71,646.57,2.450,0.396,0.6462
12.19,74.79,644.49,2.454,0.397,0.6495
12.20,74.88,641.13,2.475,0.391,0.6468
12.20,75.02,642.67,2.499,0.394,0.6495
12.20,74.95,639.50,2.483,0.395,0.6514
12.22,74.85,639.66,2.483,0.390,0.6538
12.25,74.80,638.43,2.479,0.384,0.6524
12.26,74.74,638.47,2.478,0.375,0.6530
12.28,74.83,637.93,2.485,0.367,0.6544
12.27,74.88,637.01,2.451,0.369,0.6566
12.26,74.83,635.18,2.417,0.361,0.6545
12.26,74.91,634.86,2.406,0.355,0.6489
12.26,74.99,630.84,2.368,0.356,0.6470
12.26,74.92,627.73,2.331,0.351,0.6457
12.27,74.95,627.11,2.291,0.345,0.6463
12.26,75.02,624.43,2.247,0.337,0.6464
12.25,74.91,623.23,2.228,0.327,0.6428
12.27,74.99,621.44,2.215,0.320,0.6399
12.28,75.09,619.95,2.185,0.319,0.6365
12.26,74.96,617.93,2.153,0.317,0.6350
12.26,,617.59,2.146,0.317,0.6310
12.26,74.76,615.05,2.136,0.309,0.6290
12.25,74.79,614.52,2.114,0.307,0.6231
12.23,74.88,611.77,2.103,0.311,0.6199
12.22,74.81,609.13,2.104,0.308,0.6205
12.24,74.83,606.04,2.098,0.310,0.6161
12.23,74.67,603.60,2.082,0.303,0.6146
12.23,74.68,601.01,2.071,0.311,0.6126
12.23,74.66,600.76,2.074,0.313,0.6123
12.23,74.50,601.63,2.051,0.310,0.6118
12.20,74.52,599.49,2.038,0.306,0.6113
12.15,74.55,597.76,2.032,0.310,0.6071
12.13,74.50,597.59,2.042,0.315,0.6029
12.12,74.33,598.67,2.048,0.313,0.6022
12.12,74.39,600.92,2.018,0.325,0.6018
12.12,74.37,600.72,1.999,0.336,0.6024
12.08,74.24,599.41,1.991,0.339,0.5968
12.07,74.14,597.44,2.010,0.338,0.5921
12.04,74.02,596.30,2.020,0.348,0.5924
12.02,73.94,595.58,2.019,0.353,0.5950
11.97,73.82,594.86,2.013,0.362,0.5981
11.93,73.83,593.56,2.040,0.366,0.5992
11.90,73.82,595.19,2.068,0.367,0.5980
11.85,73.62,595.51,2.108,0.377,0.5948
11.81,73.64,599.49,2.126,0.389,0.5963
11.80,73.57,601.10,2.144,0.388,0.5998
11.77,73.55,603.46,2.144,0.392,0.5999
11.73,73.49,602.90,2.146,0.393,0.6023
11.70,73.36,606.36,2.170,0.402,0.6064
11.66,73.30,607.76,2.190,0.404,0.6040
11.64,73.31,611.15,2.207,0.411,0.6078
11.60,73.12,612.89,2.217,0.416,0.6078
11.57,73.08,614.15,2.272,0.412,0.6089
11.56,72.97,615.38,2.317,0.415,0.6085
11.51,72.85,615.44,2.345,0.412,0.6114
11.50,72.73,615.08,2.391,0.416,0.6146
11.47,72.68,619.48,2.435,0.413,0.6195
11.45,72.51,621.28,2.459,0.414,0.6195
11.41,72.50,624.83,2.460,0.406,0.6191
11.39,72.48,626.10,2.450,0.399,0.6250
11.37,72.27,625.82,2.478,0.396,0.6286
