p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.75,74.26,641.34,2.341,0.390,0.6172
11.77,74.21,641.53,2.349,0.391,0.6210
11.79,74.14,640.34,2.344,0.398,0.6217
11.81,74.21,643.23,2.341,0.398,0.6217
11.86,74.19,642.37,2.336,0.404,0.6233
11.92,74.17,642.96,2.339,0.405,0.6235
11.95,74.22,644.50,2.360,0.404,0.6245
11.97,74.36,642.48,2.392,0.406,0.6311
11.99,74.32,641.46,2.394,0.401,0.6374
12.00,74.45,640.37,2.417,0.399,0.6380
12.03,74.64,743.52,2.420,0.404,0.6424
12.04,74.73,839.33,4.569,0.396,0.6452
12.05,74.71,924.95,6.451,0.398,0.6446
12.08,74.78,1000.47,8.095,1.020,0.6483
12.12,74.87,1069.07,9.537,1.583,0.6493
12.14,74.82,1134.10,10.816,2.091,0.7179
12.14,75.22,1191.22,11.957,2.540,0.7836
12.15,75.54,1243.60,12.934,2.935,0.8458
12.17,75.76,1286.79,13.789,3.295,0.9009
12.23,75.92,1327.85,14.558,3.620,0.9492
12.27,76.10,1365.58,15.220,3.897,0.9982
12.29,76.41,1398.85,15.827,4.151,1.0416
12.34,76.67,1428.08,16.363,4.375,1.0826
12.40,76.89,1455.64,16.840,4.580,1.1175
12.44,76.97,1478.93,17.219,4.768,1.1509
12.45,77.18,1499.95,17.578,4.923,1.1790
12.47,77.40,1517.06,17.860,5.069,1.2027
12.50,77.46,1536.84,18.131,5.190,1.2299
12.53,77.49,1550.99,18.372,5.300,1.2546
12.55,77.47,1564.51,18.576,5.404,1.2724
12.56,77.45,1575.32,18.743,5.492,1.2942
12.55,77.60,1586.96,18.872,5.581,1.3078
12.59,77.78,1595.32,19.024,5.660,1.3262
12.59,77.74,1604.94,19.135,5.732,1.3394
12.57,77.69,1611.72,19.233,5.797,1.3547
12.58,77.81,1617.64,19.299,5.855,1.3669
12.56,77.86,1624.76,19.350,5.900,1.3780
12.55,77.89,1629.46,19.390,5.946,1.3829
12.53,78.01,1636.19,19.472,5.990,1.3922
12.54,78.13,1640.05,19.542,6.017,1.3979
12.51,78.10,1644.38,19.578,6.048,1.4051
12.52,78.09,1647.80,19.620,6.084,1.4133
12.51,78.13,1651.56,19.632,6.110,1.4190
12.50,78.10,1653.74,19.642,6.127,1.4237
12.48,78.07,1658.92,19.670,6.152,1.4300
12.49,78.16,1660.09,19.692,6.177,1.4313
12.47,78.21,1662.89,19.730,6.192,1.4331
12.43,78.19,1667.51,19.746,6.204,1.4374
12.42,78.10,1668.33,19.768,6.224,1.4431
12.43,78.06,1670.17,19.798,6.246,1.4481
12.41,78.09,1672.36,19.829,6.264,1.4483
12.37,78.07,1674.09,19.867,6.282,1.4495
12.38,78.03,1678.37,19.887,6.294,1.4546
12.34,77.99,1678.96,19.906,6.309,1.4568
12.33,77.95,1679.66,19.928,6.325,1.4631
12.30,77.79,1679.73,19.954,6.342,1.4631
12.30,77.75,1681.80,19.984,6.345,1.4642
12.28,77.77,1685.60,20.010,6.356,1.4656
12.26,77.74,1689.96,20.022,6.361,1.4724
12.25,77.72,1690.35,20.036,6.371,1.4738
12.24,77.61,1691.12,20.053,6.375,1.4777
12.22,77.52,1693.46,20.105,6.376,1.4834
12.20,77.43,1696.71,20.127,6.375,1.4883
12.19,77.43,1697.82,20.163,6.373,1.4884
12.15,77.36,1699.84,20.218,6.372,1.4900
12.14,77.33,1702.52,20.229,6.378,1.4919
12.11,77.21,1706.37,20.244,6.386,1.4956
12.08,77.02,1709.59,20.297,6.390,1.5009
12.07,76.81,1710.73,20.315,6.388,1.5020
12.07,76.80,1714.17,20.329,6.390,1.5032
12.05,76.71,1718.02,20.332,6.387,1.5060
12.03,76.73,1719.74,20.330,6.381,1.5137
