p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.489,69.222,784.841,3.410,0.617,1.5737
12.501,69.297,793.837,3.434,0.616,1.5651
12.593,68.814,815.878,3.514,0.636,1.6052
12.706,67.538,818.803,3.693,0.565,1.5899
12.884,67.026,811.776,3.770,0.576,1.6266
12.920,67.849,791.656,3.635,0.504,1.6223
13.225,67.382,781.553,3.499,0.503,1.6105
12.912,66.243,764.205,3.473,0.459,1.5777
12.817,65.298,772.477,3.321,0.514,1.5562
12.714,65.255,767.678,3.146,0.502,1.5499
12.872,64.455,766.826,3.045,0.502,1.5199
12.377,65.594,773.727,2.924,0.527,1.5197
12.450,64.910,785.557,2.976,0.558,1.4804
12.251,64.665,815.794,3.061,0.614,1.4637
12.213,64.751,803.869,3.260,0.632,1.4665
11.832,66.445,811.389,3.218,0.641,1.4582
11.719,65.560,801.790,3.476,0.618,1.4671
12.043,65.967,800.908,3.542,0.633,1.4740
11.712,67.748,782.544,3.618,0.615,1.4675
11.826,68.183,770.452,3.685,0.569,1.4830
11.973,68.140,758.636,3.754,0.515,1.4874
12.137,68.714,758.495,3.520,0.484,1.5011
12.359,69.481,772.663,3.542,0.471,1.5450
12.289,68.122,793.032,3.424,0.503,1.5492
