p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.773,68.202,829.895,3.992,0.703,1.6691
13.231,67.761,836.522,4.137,0.742,1.6578
13.292,66.779,841.218,4.139,0.680,1.6685
13.286,67.681,838.289,4.282,0.663,1.7119
13.414,66.798,833.794,4.300,0.616,1.7142
13.600,65.668,830.843,4.122,0.625,1.7025
13.697,65.116,821.140,4.101,0.572,1.6772
13.381,64.549,807.576,4.092,0.555,1.6864
13.373,63.663,790.108,3.810,0.572,1.6697
13.364,64.382,801.245,3.660,0.547,1.6247
13.072,63.341,810.894,3.733,0.620,1.6395
13.021,64.016,805.165,3.498,0.631,1.5913
12.776,63.412,837.106,3.572,0.661,1.5695
12.662,64.454,846.829,3.526,0.675,1.5633
12.378,63.436,836.360,3.629,0.731,1.5627
12.509,65.129,840.215,3.943,0.726,1.5523
12.240,64.631,844.631,3.950,0.747,1.5507
12.162,66.028,827.553,4.192,0.675,1.5303
12.204,65.264,806.244,4.260,0.673,1.5740
12.538,65.785,797.706,4.299,0.645,1.5686
12.600,67.552,788.531,4.132,0.635,1.5746
12.456,67.323,794.259,4.250,0.591,1.6117
12.927,67.567,809.426,4.019,0.541,1.6408
12.971,68.220,811.519,3.944,0.571,1.6469
