p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.997,72.813,807.335,3.943,0.775,1.6372
12.133,72.333,819.387,4.143,0.768,1.6580
12.308,73.136,826.021,4.244,0.758,1.6757
12.383,71.418,843.849,4.193,0.699,1.6817
12.352,71.173,824.572,4.216,0.658,1.7029
12.577,70.926,816.228,4.145,0.613,1.7070
12.526,70.946,806.285,4.178,0.606,1.6930
12.424,70.641,796.053,4.094,0.599,1.6719
12.440,69.732,795.208,3.908,0.588,1.6704
12.369,69.467,785.076,3.817,0.589,1.6349
12.151,68.464,789.543,3.579,0.635,1.6196
11.841,69.415,800.137,3.635,0.656,1.6112
11.824,68.471,816.364,3.585,0.705,1.5955
11.547,68.473,824.842,3.612,0.751,1.5612
11.439,69.714,839.377,3.772,0.762,1.5632
11.651,69.330,840.771,3.784,0.779,1.5255
11.463,69.310,819.362,4.128,0.749,1.5319
11.495,70.209,823.723,4.086,0.726,1.5452
11.255,70.455,793.083,4.278,0.729,1.5723
11.594,71.102,792.535,4.385,0.704,1.5584
11.635,71.578,791.309,4.156,0.624,1.6001
11.510,71.807,789.054,4.248,0.634,1.5944
11.961,72.219,789.185,4.155,0.618,1.6306
11.758,72.707,803.137,3.842,0.568,1.6374
