p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.430,64.059,918.979,5.026,0.882,1.9678
16.591,64.112,934.387,5.164,0.890,1.9689
16.830,65.079,934.830,5.272,0.852,1.9749
16.905,64.263,937.842,5.206,0.838,1.9779
17.014,63.364,942.656,5.265,0.839,2.0132
17.135,63.292,925.736,5.193,0.759,2.0138
17.063,62.114,914.749,5.216,0.728,1.9912
17.003,61.783,911.841,5.096,0.738,1.9745
16.942,61.659,908.392,4.802,0.758,1.9731
16.877,60.709,904.364,4.661,0.750,1.9240
16.864,60.342,904.043,4.700,0.755,1.9269
16.823,59.924,912.033,4.588,0.789,1.9146
16.461,61.428,922.233,4.561,0.818,1.8720
16.347,60.091,946.233,4.664,0.844,1.8634
16.076,61.032,942.572,4.831,0.891,1.8588
15.977,61.476,954.680,4.888,0.881,1.8401
15.943,61.831,938.622,5.013,0.901,1.8544
16.103,62.174,923.686,5.143,0.888,1.8399
15.856,63.192,918.223,5.352,0.826,1.8606
16.170,62.960,899.031,5.283,0.827,1.8503
15.935,63.990,905.548,5.180,0.809,1.8679
16.245,64.144,903.753,5.222,0.781,1.9037
16.304,64.204,907.248,5.161,0.714,1.9461
16.441,64.297,917.340,4.912,0.736,1.9396
