p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.813,64.751,890.339,4.786,0.831,1.8882
17.144,63.750,898.102,4.910,0.878,1.9299
17.033,63.846,913.258,4.988,0.820,1.9247
17.451,63.183,915.772,5.144,0.819,1.9260
17.310,63.069,917.933,4.982,0.771,1.9254
17.483,62.607,901.035,5.152,0.746,1.9247
17.458,62.536,881.322,5.032,0.697,1.9274
17.503,61.862,881.341,4.776,0.699,1.8991
17.219,61.035,871.353,4.798,0.673,1.8977
17.316,60.717,857.734,4.486,0.723,1.9009
17.050,60.055,873.168,4.543,0.754,1.8662
16.789,60.351,879.073,4.307,0.744,1.8496
16.673,60.309,895.964,4.513,0.807,1.8099
16.746,60.832,901.966,4.479,0.855,1.8043
16.376,59.880,915.277,4.662,0.825,1.7694
16.366,61.405,913.564,4.782,0.835,1.7687
16.276,61.768,912.268,4.728,0.877,1.7625
16.142,61.943,896.364,4.930,0.839,1.7795
16.342,62.844,877.913,4.951,0.790,1.8132
16.154,63.802,872.989,4.969,0.796,1.7909
16.254,63.654,864.301,5.124,0.724,1.8093
16.477,63.571,869.274,5.040,0.751,1.8375
16.761,63.607,870.649,4.997,0.687,1.8862
16.838,64.847,897.811,4.734,0.709,1.8981
