p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.787,71.299,832.888,3.869,0.795,1.7569
14.602,71.075,851.881,4.188,0.764,1.7619
14.752,71.155,857.786,4.195,0.724,1.7802
14.892,69.610,856.432,4.309,0.706,1.7848
15.040,69.216,852.373,4.213,0.670,1.7880
15.143,68.920,850.123,4.342,0.652,1.7901
15.362,68.137,838.056,4.279,0.643,1.7907
15.009,68.400,829.732,4.005,0.632,1.7739
15.083,68.093,820.224,3.788,0.611,1.7806
14.978,66.715,816.435,3.841,0.620,1.7243
14.759,67.167,828.008,3.587,0.632,1.7339
14.546,67.571,836.342,3.668,0.664,1.6963
14.438,67.161,838.411,3.486,0.724,1.6865
14.253,67.456,856.009,3.753,0.759,1.6648
14.407,67.799,869.491,3.793,0.747,1.6346
14.236,68.644,867.660,3.915,0.785,1.6268
13.862,68.912,856.950,3.938,0.766,1.6419
14.033,68.807,833.620,4.107,0.734,1.6376
13.911,69.564,832.792,4.226,0.710,1.6692
14.248,69.763,809.645,4.211,0.696,1.6783
14.264,70.446,815.259,4.238,0.655,1.6678
14.434,71.394,812.441,4.261,0.632,1.6976
14.440,70.603,830.659,4.109,0.597,1.7264
14.579,71.617,836.525,3.840,0.604,1.7679
