p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.404,70.377,769.958,3.614,0.674,1.5325
11.730,70.485,785.440,3.847,0.687,1.5636
11.813,71.316,799.741,3.934,0.652,1.5898
11.907,69.854,796.528,4.084,0.667,1.5886
12.140,69.629,802.564,4.036,0.612,1.6063
12.105,69.255,786.341,3.896,0.570,1.6042
12.235,68.365,767.138,3.901,0.530,1.5934
11.934,69.028,756.363,3.769,0.567,1.5623
12.087,67.954,750.395,3.748,0.566,1.5500
11.965,67.104,741.857,3.564,0.538,1.5464
11.550,67.841,758.230,3.476,0.561,1.5100
11.711,67.168,766.745,3.251,0.579,1.5045
11.416,67.668,787.767,3.264,0.658,1.4835
11.354,66.911,803.452,3.512,0.649,1.4781
11.260,68.179,799.837,3.421,0.710,1.4293
10.860,68.036,795.789,3.744,0.701,1.4602
10.708,68.287,784.653,3.862,0.708,1.4524
11.032,68.551,785.130,3.946,0.671,1.4321
10.996,68.820,775.307,3.947,0.675,1.4391
11.013,70.731,748.613,4.026,0.631,1.4793
10.816,69.853,747.281,3.924,0.596,1.4863
11.202,70.487,746.300,4.004,0.558,1.4911
11.480,71.683,759.838,3.775,0.571,1.5254
11.606,70.481,775.331,3.710,0.558,1.5588
