p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.111,72.763,746.000,3.116,0.618,1.4777
11.324,72.770,762.905,3.357,0.615,1.4690
11.193,72.272,763.167,3.310,0.584,1.4776
11.460,71.721,772.767,3.569,0.595,1.4874
11.559,70.817,758.546,3.557,0.546,1.5158
11.485,71.010,752.081,3.350,0.510,1.5106
11.435,69.668,746.210,3.266,0.502,1.5023
11.390,69.194,728.936,3.264,0.461,1.4905
11.603,68.857,722.122,3.029,0.438,1.4556
11.258,68.816,712.823,2.965,0.476,1.4556
11.383,67.844,732.459,2.931,0.476,1.4430
11.127,68.249,726.265,2.868,0.530,1.4089
10.789,68.330,750.029,2.916,0.544,1.4038
10.661,68.106,762.496,2.818,0.583,1.3912
10.800,68.729,763.861,3.082,0.607,1.3459
10.336,69.038,762.649,3.204,0.616,1.3574
10.450,69.122,764.353,3.308,0.600,1.3502
10.329,70.212,738.463,3.323,0.609,1.3572
10.274,70.157,738.368,3.529,0.598,1.3686
10.330,71.951,732.199,3.536,0.563,1.3901
10.469,72.358,717.498,3.565,0.501,1.3832
10.622,71.775,725.707,3.394,0.481,1.4141
10.805,72.645,728.092,3.402,0.458,1.4523
11.190,72.727,733.390,3.199,0.443,1.4698
