p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.284,68.841,807.689,3.856,0.760,1.6981
14.388,68.476,818.495,3.987,0.716,1.6838
14.580,69.272,836.754,4.085,0.744,1.7015
14.544,68.665,848.494,4.273,0.674,1.7203
14.610,67.596,833.244,4.201,0.654,1.7179
14.725,67.082,828.560,4.088,0.621,1.7396
14.922,66.342,815.015,4.071,0.586,1.7105
14.856,67.115,803.965,3.904,,1.6995
14.551,65.447,787.707,3.842,0.585,1.6960
14.790,66.132,784.852,3.710,0.608,1.6616
14.300,65.232,796.458,3.619,0.622,1.6468
14.223,65.567,813.565,3.556,0.625,1.6473
14.280,65.350,830.706,3.445,0.685,1.6084
13.834,64.893,827.732,3.490,0.731,1.5741
13.968,65.746,841.057,3.598,0.725,1.5645
13.623,65.814,838.928,3.717,0.741,1.5697
13.718,67.112,828.787,3.867,0.757,1.5635
13.631,67.044,824.205,4.155,0.731,1.5877
13.653,67.063,807.326,4.221,0.670,1.5706
13.865,67.290,787.061,4.176,0.687,1.6105
14.007,68.135,794.814,4.222,0.635,1.6015
14.114,69.457,791.456,4.134,0.613,1.6457
14.271,69.256,800.138,3.958,0.616,1.6481
14.088,69.154,824.621,3.848,0.571,1.6939
