p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.068,71.698,750.437,3.400,0.635,1.4936
11.192,71.370,767.048,3.555,0.615,1.4996
11.392,71.576,780.622,3.579,0.648,1.5067
11.652,71.566,787.119,3.657,0.579,1.5394
11.633,70.182,777.217,3.625,0.552,1.5567
11.582,69.722,768.957,3.599,0.545,1.5350
11.609,69.204,746.573,3.479,0.478,1.5212
11.744,69.651,733.437,3.432,0.475,1.4999
11.749,68.055,736.161,3.333,0.475,1.5164
11.691,68.262,737.215,3.072,0.495,1.4808
11.322,68.350,739.810,2.985,0.534,1.4417
11.079,67.776,745.181,2.984,0.522,1.4403
11.233,67.938,751.069,2.972,0.553,1.4193
11.030,68.530,772.111,3.062,0.619,1.4114
10.797,69.107,784.089,3.156,0.651,1.4032
10.495,69.423,779.757,3.401,0.659,1.3925
10.557,68.873,768.803,3.516,0.656,1.3862
10.381,70.000,754.200,3.558,0.639,1.3972
10.536,69.541,745.535,3.522,0.621,1.3749
10.507,70.704,728.753,3.613,0.581,1.4020
10.695,71.530,734.457,3.678,0.529,1.4426
10.985,71.053,737.263,3.515,0.491,1.4294
11.029,72.377,746.600,3.479,0.519,1.4632
11.076,71.468,748.176,3.283,0.480,1.4820
