p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.960,70.526,736.465,3.139,0.622,1.4497
11.070,70.628,748.247,3.454,0.634,1.4687
11.353,70.225,758.685,3.545,0.560,1.4716
11.199,69.772,770.481,3.495,0.543,1.4929
11.448,69.750,747.646,3.552,0.509,1.4838
11.511,69.069,748.536,3.623,0.485,1.5013
11.646,69.099,728.711,3.461,0.467,1.4716
11.482,68.685,711.772,3.221,0.472,1.4602
11.295,67.310,718.381,3.183,0.472,1.4454
11.387,67.696,707.068,3.102,0.489,1.4391
11.128,66.735,723.396,3.041,0.464,1.4229
10.840,66.582,736.747,2.825,0.542,1.3713
10.823,67.022,746.042,2.826,0.551,1.3538
10.685,67.069,751.981,2.918,0.570,1.3529
10.534,68.162,767.321,3.137,0.630,1.3527
10.494,68.490,760.766,3.160,0.632,1.3393
10.358,68.327,748.741,3.190,0.604,1.3288
10.369,69.329,733.680,3.445,0.627,1.3519
10.266,68.993,730.993,3.403,0.568,1.3452
10.170,69.717,707.458,3.528,0.526,1.3758
10.504,69.719,706.557,3.535,0.481,1.3852
10.489,71.009,723.226,3.543,0.502,1.4154
10.937,71.237,722.816,3.343,0.484,1.4301
11.023,70.361,726.577,3.305,0.434,1.4506
