p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.616,69.718,768.814,3.455,0.639,1.4814
10.830,70.633,772.863,3.669,0.630,1.5157
10.827,70.330,772.897,3.780,0.629,1.5091
10.997,69.036,793.614,3.832,0.586,1.5352
11.219,69.209,769.635,3.751,0.560,1.5305
11.120,68.927,767.876,3.745,0.545,1.5320
11.099,68.015,746.087,3.586,0.498,1.5399
10.912,68.435,736.056,3.509,0.485,1.4973
10.983,67.208,734.207,3.460,0.475,1.4842
11.003,66.233,741.506,3.314,0.507,1.4589
10.933,66.156,734.218,3.092,0.522,1.4691
10.474,66.267,745.944,3.151,0.545,1.4103
10.464,65.934,767.589,3.091,0.594,1.3973
10.362,67.060,768.522,3.078,0.633,1.3795
10.052,66.781,778.724,3.365,0.635,1.3849
10.049,67.425,784.297,3.376,0.665,1.3765
10.060,68.060,770.726,3.582,0.617,1.3555
9.749,67.952,756.065,3.727,0.628,1.3711
9.768,68.621,742.755,3.803,0.613,1.3900
10.167,69.408,738.369,3.723,0.559,1.3969
9.883,69.540,724.250,3.703,0.557,1.4360
10.190,70.101,740.497,3.696,0.531,1.4379
10.171,69.575,751.232,3.550,0.478,1.4616
10.367,70.332,763.850,3.524,0.488,1.4657
