p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.453,64.576,871.508,4.355,0.795,1.8396
16.870,64.140,873.071,4.456,0.809,1.8545
17.054,65.268,901.050,4.673,0.772,1.8560
16.974,65.006,898.131,4.798,0.745,1.8595
17.268,63.843,892.055,4.808,0.739,1.8652
17.194,64.089,875.656,4.627,0.709,1.8917
17.346,62.238,864.416,4.706,0.682,1.8614
17.147,63.002,848.409,4.501,0.643,1.8641
17.124,61.955,837.527,4.407,0.663,1.8451
16.900,61.459,841.807,4.200,0.645,1.8292
16.721,61.431,857.676,3.991,0.682,1.7932
16.761,61.804,866.799,4.035,0.741,1.7676
16.667,61.262,868.702,4.082,0.744,1.7774
16.149,61.840,891.007,4.020,0.786,1.7477
15.972,61.461,888.835,4.218,0.777,1.7172
16.144,61.561,883.830,4.429,0.804,1.7254
15.921,63.057,882.438,4.538,0.821,1.7091
16.057,63.603,881.998,4.645,0.786,1.7122
15.946,63.109,863.459,4.650,0.744,1.7391
15.880,64.071,840.648,4.643,0.713,1.7396
16.106,64.032,850.902,4.669,0.675,1.7571
16.181,64.498,851.700,4.753,0.648,1.8076
16.203,64.784,856.416,4.417,0.652,1.8025
16.725,65.469,871.272,4.452,0.668,1.8156
