p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.407,71.674,786.045,3.582,0.720,1.5821
11.761,71.507,790.333,3.782,0.673,1.5852
11.869,71.497,804.057,3.932,0.668,1.6116
11.898,72.059,809.209,3.877,0.641,1.6264
11.962,71.078,802.796,4.068,0.592,1.6370
12.064,71.400,795.207,3.997,0.606,1.6255
12.263,69.501,769.769,3.938,0.531,1.6255
12.041,70.273,761.283,3.641,0.526,1.6126
11.985,69.801,761.112,3.661,0.539,1.5904
11.845,68.111,759.761,3.544,0.531,1.5589
11.802,68.655,757.895,3.357,0.572,1.5601
11.708,68.964,785.778,3.327,0.583,1.5170
11.571,67.736,787.364,3.258,0.617,1.4799
11.386,68.974,809.890,3.364,0.647,1.4978
11.359,69.463,808.813,3.541,0.718,1.4848
10.887,68.563,802.559,3.557,0.678,1.4816
11.101,69.900,808.009,3.681,0.710,1.4781
10.785,70.328,792.391,3.735,0.706,1.4611
10.830,71.269,766.880,3.888,0.658,1.4908
11.013,71.869,753.616,3.916,0.614,1.4869
11.085,70.930,763.058,4.022,0.591,1.4906
11.259,71.418,770.368,3.916,0.579,1.5091
11.340,72.873,767.611,3.658,0.557,1.5580
11.484,72.785,790.073,3.698,0.534,1.5648
