p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.573,60.430,837.437,4.486,0.745,1.6974
14.756,60.384,856.555,4.436,0.771,1.7445
14.914,59.638,864.841,4.706,0.723,1.7491
15.364,59.905,868.991,4.774,0.683,1.7354
15.140,58.622,862.409,4.823,0.666,1.7762
15.489,58.743,855.483,4.768,0.620,1.7737
15.331,58.584,844.829,4.572,0.615,1.7638
15.185,57.329,836.222,4.550,0.590,1.7554
15.114,57.356,818.315,4.459,0.575,1.7371
15.038,57.054,815.361,4.318,0.614,1.7112
14.876,56.555,835.577,4.127,0.654,1.6638
14.674,56.845,833.775,4.046,0.639,1.6594
14.653,55.736,854.635,4.117,0.679,1.6489
14.653,56.400,852.486,4.022,0.741,1.6152
14.471,56.824,859.842,4.230,0.723,1.6273
14.116,57.759,874.388,4.273,0.720,1.5859
14.102,57.786,857.594,4.393,0.763,1.6072
14.013,58.036,841.738,4.509,0.743,1.5930
14.241,59.345,840.270,4.745,0.720,1.6301
14.174,59.013,814.624,4.630,0.692,1.6396
14.483,59.565,813.829,4.632,0.639,1.6670
14.373,59.616,825.182,4.589,0.638,1.6802
14.720,59.794,824.351,4.519,0.573,1.6832
14.775,59.903,838.142,4.410,0.616,1.6960
