p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.146,61.396,796.973,3.769,0.645,1.5941
14.338,62.566,818.617,3.813,0.657,1.6141
14.567,61.716,821.416,3.924,0.622,1.6396
14.519,61.845,828.232,3.988,0.581,1.6309
14.699,61.653,828.225,4.086,0.573,1.6544
14.820,60.522,815.883,4.041,0.537,1.6234
14.772,59.371,798.970,3.919,0.481,1.6342
14.591,59.292,792.160,3.683,0.519,1.6062
14.448,59.305,771.349,3.682,0.514,1.6000
14.651,58.620,773.559,3.389,0.523,1.5633
14.364,58.029,788.922,3.350,0.509,1.5454
14.071,57.488,786.136,3.279,0.529,1.5314
14.031,57.489,809.034,3.295,0.558,1.5014
13.867,57.878,816.527,3.352,0.609,1.5152
13.620,57.973,829.520,3.519,0.638,1.4994
13.614,58.231,814.769,3.624,0.644,1.4812
13.548,58.904,823.500,3.719,0.675,1.4871
13.450,59.951,809.108,3.854,0.626,1.4677
13.617,59.932,799.398,3.960,0.636,1.5055
13.632,60.798,787.806,4.018,0.546,1.5075
13.843,61.028,784.500,3.890,0.569,1.5267
13.877,62.252,775.406,3.900,0.523,1.5517
13.992,61.199,791.794,3.835,0.485,1.5659
13.999,61.423,801.130,3.627,0.486,1.5956
