p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.403,74.563,863.964,4.538,0.868,1.8045
13.392,73.051,874.301,4.701,0.844,1.8142
13.714,73.061,879.272,4.603,0.850,1.8203
13.613,73.717,881.256,4.718,0.803,1.8405
14.032,72.145,870.162,4.765,0.773,1.8683
13.975,72.627,872.903,4.833,0.729,1.8325
14.000,70.910,849.747,4.589,0.746,1.8476
13.822,70.353,844.652,4.449,0.707,1.8124
13.923,70.231,840.245,4.349,0.708,1.8057
13.508,70.640,842.343,4.233,0.684,1.7855
13.585,70.110,832.586,4.251,0.759,1.7789
13.349,69.383,857.332,4.225,0.791,1.7378
13.331,70.343,865.365,4.131,0.824,1.7214
12.999,70.663,879.422,4.210,0.800,1.7068
13.048,70.090,879.802,4.364,0.827,1.6864
12.899,70.018,876.664,4.405,0.875,1.6895
12.721,71.300,865.056,4.607,0.845,1.6711
12.615,71.278,869.310,4.686,0.854,1.7002
12.612,72.820,845.490,4.870,0.792,1.6857
12.829,72.171,847.202,4.805,0.763,1.7246
12.790,73.018,836.725,4.697,0.764,1.7361
12.839,74.154,845.002,4.790,0.750,1.7469
13.003,73.104,843.558,4.644,0.682,1.7623
13.301,73.366,860.371,4.378,0.706,1.7910
