p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.88,73.99,651.34,2.296,0.383,0.6285
11.89,74.04,653.24,2.325,0.392,0.6294
11.92,74.23,652.24,2.323,0.390,0.6279
11.93,74.36,653.73,2.321,0.394,0.6285
11.94,74.36,654.65,2.345,0.403,0.6284
11.96,74.29,652.75,2.352,0.397,0.6316
11.98,74.47,650.61,2.369,0.393,0.6314
12.01,74.58,647.76,2.407,0.397,0.6332
12.04,74.68,647.88,2.402,0.397,0.6379
12.06,74.73,646.51,2.423,0.403,0.6405
12.06,74.65,751.72,2.455,0.395,0.6403
12.08,74.69,846.61,4.583,0.397,0.6443
12.13,74.65,932.18,6.440,0.389,0.6469
12.16,74.59,1008.69,8.099,1.013,0.6463
12.16,74.77,1075.75,9.571,1.569,0.6449
12.20,74.89,1137.00,10.851,2.069,0.7201
12.23,75.19,1194.01,11.975,2.524,0.7880
12.22,75.39,1242.82,12.985,2.924,0.8524
12.21,75.52,1288.67,13.851,3.278,0.9075
12.23,75.76,1330.56,14.609,3.599,0.9557
12.28,76.07,1369.03,15.294,3.890,1.0036
12.32,76.22,1399.50,15.893,4.138,1.0427
12.35,76.31,1427.36,16.417,4.366,1.0829
12.41,76.45,1452.45,16.864,4.574,1.1169
12.42,76.72,1476.71,17.228,4.750,1.1490
12.45,76.75,1497.33,17.593,4.917,1.1774
12.47,76.81,1516.14,17.905,5.060,1.2069
12.49,76.88,1532.55,18.159,5.193,1.2332
12.53,77.05,1546.40,18.385,5.314,1.2517
12.55,77.10,1559.15,18.599,5.418,1.2737
12.56,77.21,1574.80,18.756,5.506,1.2950
12.55,77.41,1587.33,18.908,5.595,1.3085
12.56,77.44,1599.39,19.026,5.668,1.3254
12.57,77.58,1610.70,19.139,5.727,1.3384
12.58,77.65,1619.21,19.253,5.791,1.3473
12.58,77.79,1627.16,19.309,5.848,1.3613
12.56,77.92,1631.30,19.379,5.899,1.3726
12.57,77.91,1638.72,19.462,5.942,1.3817
12.57,77.83,1641.70,19.490,5.978,1.3880
12.59,77.77,1647.05,19.534,6.008,1.3929
12.57,77.91,1653.06,19.588,6.035,1.4009
12.56,77.83,1656.78,19.630,6.065,1.4055
12.55,77.85,1662.15,19.645,6.097,1.4133
12.54,77.97,1666.63,19.653,6.124,1.4169
12.52,78.03,1669.69,19.679,6.147,1.4186
12.54,77.93,1670.28,19.694,6.176,1.4252
12.52,77.89,1672.01,19.735,6.189,1.4323
12.52,77.90,1676.01,19.783,6.202,1.4351
12.48,77.79,1678.19,19.816,6.227,1.4367
12.46,77.82,1681.70,19.834,6.246,1.4403
12.45,77.74,1681.72,19.840,6.265,1.4439
12.41,77.73,1682.67,19.876,6.272,1.4505
12.40,77.75,1686.07,19.916,6.286,1.4511
12.40,77.59,1688.61,19.925,6.292,1.4580
12.40,77.46,1688.81,19.940,6.300,1.4608
12.39,77.39,1688.40,19.983,6.307,1.4633
12.36,77.30,1687.82,20.019,6.321,1.4640
12.31,77.32,1691.06,20.049,6.337,1.4694
12.30,77.32,1692.18,20.057,6.345,1.4740
12.25,77.27,1693.16,20.092,6.358,1.4811
12.23,77.17,1692.91,20.115,6.368,1.4820
12.21,77.16,1697.41,20.149,6.376,1.4827
12.21,77.08,1698.18,20.197,6.375,1.4880
12.16,76.92,1699.99,20.223,6.381,1.4884
12.14,76.95,1702.10,20.276,6.384,1.4898
12.14,76.76,1706.40,20.276,6.384,1.4968
12.10,76.81,1708.84,20.279,6.392,1.5004
12.06,76.72,1709.09,20.320,6.393,1.5019
12.03,76.69,1711.12,20.320,6.384,1.5049
12.02,76.73,1711.41,20.324,6.378,1.5119
12.00,76.69,1715.03,20.362,6.377,1.5163
11.99,76.49,1715.69,20.389,6.382,1.5219
