p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.496,70.440,776.466,3.608,0.689,1.4928
10.899,70.000,792.785,3.684,0.683,1.5399
10.881,70.508,791.192,3.859,0.664,1.5425
11.286,69.806,789.681,4.044,0.622,1.5491
11.267,69.133,783.744,3.903,0.567,1.5480
11.061,68.168,775.582,3.960,0.543,1.5666
11.164,67.491,773.756,3.977,0.539,1.5352
11.400,67.787,762.598,3.853,0.535,1.5241
11.287,66.446,750.671,3.671,0.526,1.5293
11.024,66.572,740.897,3.438,0.519,1.5077
11.041,65.515,752.041,3.301,0.570,1.4755
10.912,65.742,753.305,3.363,0.588,1.4684
10.552,66.281,773.909,3.193,0.608,1.4278
10.383,65.705,783.642,3.433,0.626,1.4252
10.298,66.425,791.352,3.502,0.631,1.3933
10.273,66.782,786.041,3.678,0.666,1.3819
10.268,66.854,789.549,3.646,0.676,1.3865
10.224,67.502,776.496,3.801,0.644,1.4205
9.929,68.241,756.150,3.999,0.611,1.4204
10.199,68.122,749.112,3.901,0.579,1.4361
10.015,69.678,751.400,4.087,0.559,1.4327
10.167,69.522,752.418,3.800,0.524,1.4836
10.343,70.363,762.074,3.691,0.546,1.4758
10.662,69.214,773.000,3.626,0.523,1.5163
