p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.79,73.88,645.46,2.244,0.370,0.6143
11.80,74.02,644.41,2.258,0.371,0.6184
11.81,74.16,645.72,2.306,0.381,0.6184
11.86,74.28,647.56,2.338,0.380,0.6214
11.90,74.23,646.51,2.378,0.384,0.6270
11.93,74.21,644.24,2.395,0.395,0.6270
11.96,74.28,644.97,2.395,0.402,0.6286
11.97,74.29,645.07,2.423,0.403,0.6292
11.98,74.45,643.60,2.454,0.406,0.6336
12.03,74.46,641.86,2.448,0.409,0.6393
12.03,74.62,639.50,2.442,0.404,0.6400
12.03,74.65,638.26,2.437,0.403,0.6401
12.06,74.62,635.80,2.451,0.401,0.6404
12.07,74.72,634.22,2.438,0.396,0.6431
12.11,74.84,636.83,2.422,0.395,0.6417
12.11,74.89,637.83,2.446,0.384,0.6456
12.14,74.82,636.36,2.453,0.384,0.6427
12.14,74.73,635.06,2.455,0.379,0.6447
12.15,74.82,634.64,2.451,0.376,0.6477
12.16,74.90,633.70,2.452,0.369,0.6461
12.20,74.88,633.74,2.439,0.361,0.6454
12.22,74.87,630.19,2.398,0.354,0.6483
12.24,74.81,626.96,2.381,0.349,0.6472
12.23,74.87,624.85,2.368,0.350,0.6438
12.25,74.83,625.49,2.348,0.340,0.6418
12.27,74.94,626.26,2.350,0.328,0.6436
12.27,74.93,623.89,2.345,0.318,0.6427
12.25,74.89,624.67,2.335,0.319,0.6376
12.26,74.84,621.71,2.304,0.322,0.6359
12.29,74.89,620.57,2.298,0.313,0.6342
12.30,74.94,617.32,2.286,0.311,0.6324
12.28,,617.97,2.242,0.310,0.6299
12.30,74.95,616.60,2.197,0.302,0.6270
12.29,74.91,613.68,2.173,0.304,0.6249
12.30,74.84,611.71,2.124,0.301,0.6203
12.30,74.81,608.35,2.116,0.302,0.6163
12.27,74.71,605.12,2.093,0.301,0.6138
12.27,74.63,603.30,2.074,0.305,0.6134
12.24,74.55,604.88,2.055,0.311,0.6101
12.23,74.57,605.50,2.033,0.310,0.6064
12.21,74.58,606.78,2.028,0.308,0.6021
12.19,74.61,607.47,1.999,0.312,0.5986
12.17,74.58,607.77,2.015,0.309,0.5931
12.14,74.57,606.85,2.016,0.308,0.5943
12.11,74.47,606.66,2.007,0.317,0.5956
12.07,74.44,607.91,2.013,0.319,0.5930
12.04,74.26,607.06,1.986,0.327,0.5916
12.04,74.11,607.42,1.976,0.333,0.5870
12.01,74.02,607.78,1.988,0.343,0.5900
11.99,73.91,609.23,1.989,0.342,0.5929
11.95,73.85,608.12,2.007,0.342,0.5921
11.90,73.83,607.30,2.009,0.344,0.5881
11.88,73.80,607.37,2.030,0.348,0.5880
11.86,73.63,604.81,2.036,0.352,0.5872
11.82,73.66,603.19,2.056,0.355,0.5862
11.81,73.45,601.71,2.086,0.364,0.5841
11.79,73.27,603.46,2.103,0.367,0.5852
11.74,73.11,607.01,2.129,0.372,0.5869
11.72,73.16,608.78,2.141,0.382,0.5899
11.68,73.06,608.34,2.179,0.384,0.5916
11.66,72.88,608.63,2.200,0.389,0.5918
11.66,72.74,612.33,2.246,0.399,0.5967
11.65,72.58,613.64,2.261,0.399,0.5988
11.64,72.42,612.52,2.271,0.396,0.6009
11.62,72.35,615.90,2.281,0.390,0.6024
11.59,72.43,616.21,2.314,0.394,0.6052
11.56,72.39,615.97,2.327,0.397,0.6067
11.51,72.33,618.92,2.334,0.402,0.6123
11.49,72.32,622.51,2.350,0.403,0.6187
11.46,72.27,622.18,2.363,0.393,0.6239
11.46,72.30,626.42,2.384,0.385,0.6278
11.45,72.29,628.11,2.401,0.376,0.6286
