p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.636,63.967,845.938,4.086,0.738,1.7434
15.709,63.906,863.316,4.224,0.703,1.7641
15.907,64.384,868.069,4.297,0.736,1.7688
15.830,64.206,869.330,4.240,0.673,1.7790
16.077,64.256,854.612,4.224,0.630,1.7960
16.216,63.504,846.955,4.295,0.599,1.7593
16.191,62.003,830.856,4.113,0.604,1.7788
15.920,62.637,823.873,4.174,0.602,1.7686
15.741,61.610,812.354,4.037,0.563,1.7399
15.991,60.378,817.567,3.793,0.587,1.7255
15.621,60.499,814.145,3.604,0.630,1.7053
15.483,60.731,832.242,3.654,0.661,1.6667
15.441,60.714,851.223,3.724,0.665,1.6645
15.095,61.582,862.226,3.640,0.685,1.6295
15.240,61.107,872.373,3.707,0.715,1.6155
14.927,62.164,862.542,3.822,0.753,1.6072
14.946,62.147,866.326,3.981,0.719,1.6030
15.021,63.292,850.776,4.123,0.696,1.6171
14.966,63.429,830.084,4.265,0.690,1.6430
14.779,63.474,828.109,4.373,0.670,1.6671
14.829,63.868,813.763,4.242,0.629,1.6733
15.159,63.764,813.898,4.131,0.610,1.6987
15.104,64.262,829.699,4.194,0.594,1.6964
15.578,64.034,849.010,3.873,0.595,1.7424
