p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.576,66.386,814.359,3.950,0.717,1.6355
13.584,66.648,821.013,4.283,0.734,1.6750
13.880,66.746,836.501,4.291,0.702,1.6899
14.095,65.385,845.098,4.365,0.697,1.6964
14.030,65.109,834.673,4.465,0.626,1.7156
13.980,65.293,817.059,4.360,0.648,1.6814
14.171,64.925,808.421,4.203,0.607,1.6801
13.904,63.241,805.587,4.143,,1.6847
14.146,63.776,781.313,4.124,0.582,1.6460
13.779,62.906,793.451,3.993,0.571,1.6414
13.650,61.933,799.876,3.839,0.634,1.6204
13.779,62.792,814.004,3.631,0.639,1.5883
13.449,61.519,823.673,3.832,0.686,1.5814
13.127,62.848,840.885,3.801,0.711,1.5498
13.250,62.323,828.381,3.811,0.743,1.5372
12.928,62.445,835.546,4.051,0.706,1.5509
13.024,63.417,833.909,4.227,0.752,1.5374
12.977,64.697,809.586,4.262,0.697,1.5258
12.783,65.256,801.447,4.281,0.671,1.5371
12.933,65.116,796.570,4.339,0.673,1.5775
13.215,65.714,796.077,4.422,0.656,1.5908
13.120,65.934,797.378,4.348,0.610,1.5970
13.318,65.701,806.744,4.196,0.571,1.6344
13.670,66.777,819.712,3.997,0.563,1.6621
