p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.429,72.279,798.012,3.978,0.727,1.6463
12.619,73.621,813.666,3.897,0.716,1.6654
12.963,72.629,821.125,4.009,0.748,1.6642
13.128,72.852,827.493,4.156,0.698,1.6757
13.223,72.039,816.293,4.309,0.694,1.7025
13.057,71.977,819.036,4.246,0.607,1.6772
12.952,70.574,790.968,4.081,0.618,1.6961
13.007,71.042,781.544,4.004,0.573,1.6854
13.058,70.107,771.114,3.815,0.618,1.6632
12.762,68.709,776.822,3.579,0.605,1.6492
12.804,69.394,791.648,3.508,0.604,1.5944
12.724,69.397,784.635,3.481,0.668,1.5907
12.452,69.494,797.224,3.509,0.669,1.5608
12.215,69.119,813.363,3.496,0.693,1.5618
12.150,69.520,827.483,3.779,0.738,1.5490
12.179,70.022,822.050,3.798,0.739,1.5498
12.094,69.653,819.065,3.932,0.750,1.5360
12.079,71.489,795.382,4.150,0.720,1.5253
11.904,71.725,781.211,4.193,0.726,1.5323
11.962,71.840,770.092,4.328,0.681,1.5677
11.912,72.213,778.347,4.309,0.671,1.5882
12.000,72.151,787.038,4.148,0.644,1.6083
12.368,73.159,784.700,4.076,0.574,1.6357
12.466,72.924,792.462,3.919,0.619,1.6377
