p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.626,68.192,811.336,4.077,0.711,1.6886
13.832,67.046,842.396,4.077,0.731,1.6734
13.765,67.899,839.355,4.369,0.697,1.7215
13.999,66.813,853.485,4.331,0.669,1.7350
14.296,66.705,831.996,4.278,0.647,1.7085
14.156,66.427,839.551,4.277,0.621,1.7203
14.389,65.165,810.404,4.218,0.621,1.7132
14.088,64.978,808.743,4.025,0.588,1.6809
14.236,64.017,787.304,4.039,0.577,1.6736
13.800,63.871,799.164,3.908,0.586,1.6637
14.010,64.314,806.547,3.724,0.615,1.6574
13.512,64.053,816.036,3.758,0.667,1.6227
13.649,62.882,820.613,3.672,0.705,1.5860
13.379,64.041,838.097,3.780,0.713,1.5714
13.192,64.471,851.972,3.838,0.751,1.5833
12.981,64.637,839.925,3.849,0.723,1.5718
13.219,64.067,841.489,4.126,0.750,1.5573
13.074,66.155,822.476,4.279,0.716,1.5819
12.907,65.755,815.638,4.236,0.714,1.5688
12.868,66.485,791.263,4.441,0.646,1.5941
13.093,66.320,804.901,4.383,0.643,1.5880
13.222,67.991,806.544,4.311,0.600,1.6143
13.267,67.668,815.752,4.047,0.591,1.6432
13.559,67.431,821.883,3.899,0.585,1.6821
