p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.038,63.960,816.640,3.747,0.676,1.6676
15.401,63.691,844.659,4.034,0.713,1.6987
15.463,63.782,853.409,4.024,0.695,1.7161
15.486,63.721,844.215,4.262,0.666,1.7380
15.559,62.639,837.668,4.215,0.638,1.7179
15.635,62.286,833.982,4.129,0.592,1.7232
15.935,62.310,828.744,4.061,0.578,1.7370
15.719,61.551,816.820,3.845,0.549,1.7047
15.635,60.432,796.182,3.865,0.531,1.6985
15.555,60.239,809.117,3.713,0.563,1.6599
15.329,59.933,795.900,3.599,0.571,1.6489
15.133,59.389,809.949,3.599,0.586,1.6210
14.977,59.465,828.964,3.420,0.661,1.6028
15.023,60.378,837.602,3.480,0.682,1.6061
14.876,61.077,849.153,3.666,0.723,1.5973
14.757,61.130,856.163,3.718,0.689,1.5643
14.763,60.566,841.793,3.988,0.688,1.5582
14.537,61.347,820.084,4.183,0.716,1.5923
14.802,61.806,811.353,4.055,0.664,1.5732
14.572,62.344,809.880,4.273,0.615,1.5821
14.895,63.822,799.638,4.157,0.591,1.6262
14.836,63.556,806.358,4.206,0.574,1.6291
14.970,63.751,812.747,4.084,0.569,1.6508
15.309,64.542,826.715,3.957,0.537,1.6708
