p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.967,63.565,869.739,4.533,0.808,1.8345
16.159,62.795,884.942,4.766,0.788,1.8259
16.396,63.670,905.501,4.657,0.767,1.8621
16.427,63.281,898.008,4.862,0.779,1.8690
16.491,61.648,904.789,4.825,0.712,1.8721
16.594,61.413,883.726,4.831,0.714,1.8881
16.471,61.475,871.649,4.726,0.681,1.8422
16.313,60.786,857.512,4.639,0.625,1.8335
16.490,60.231,859.215,4.372,0.635,1.8490
16.200,60.699,843.153,4.351,0.634,1.8117
16.205,60.393,857.902,4.327,0.703,1.7858
15.902,58.780,861.090,4.234,0.691,1.7856
15.863,59.417,881.299,4.123,0.742,1.7362
15.837,59.155,895.451,4.184,0.759,1.7375
15.585,59.852,890.065,4.328,0.797,1.7149
15.426,60.642,895.070,4.486,0.815,1.7049
15.173,61.349,885.412,4.538,0.777,1.7234
15.489,61.023,882.977,4.663,0.772,1.7275
15.472,61.197,869.860,4.795,0.776,1.7421
15.539,61.729,858.918,4.853,0.761,1.7445
15.515,62.806,843.199,4.905,0.705,1.7592
15.487,62.963,849.223,4.808,0.679,1.7652
15.772,63.114,865.636,4.613,0.669,1.7926
15.862,64.264,871.554,4.478,0.625,1.8038
