p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.982,65.195,882.521,4.496,0.799,1.8453
16.367,66.363,908.592,4.566,0.813,1.8841
16.599,64.979,904.485,4.713,0.774,1.9102
16.487,64.927,920.685,4.697,0.770,1.8864
16.503,64.186,907.921,4.758,0.717,1.9240
16.559,63.554,892.564,4.680,0.731,1.9112
16.718,63.117,895.182,4.555,0.689,1.8921
16.797,62.527,874.150,4.573,0.660,1.9043
16.694,63.421,871.568,4.242,0.686,1.8701
16.590,62.970,868.228,4.314,0.659,1.8403
16.213,62.602,864.400,4.204,0.686,1.8197
16.027,62.412,875.453,3.994,0.720,1.8283
16.185,61.127,890.191,4.062,0.771,1.7994
15.791,61.363,914.890,4.132,0.793,1.7915
15.651,62.667,907.857,4.233,0.786,1.7674
15.806,62.736,913.375,4.243,0.843,1.7366
15.490,62.987,895.732,4.598,0.821,1.7473
15.352,63.652,890.800,4.586,0.792,1.7412
15.658,64.392,875.114,4.815,0.782,1.7548
15.667,64.958,859.044,4.793,0.746,1.7808
15.582,64.470,869.022,4.838,0.728,1.8113
15.597,64.880,857.007,4.697,0.662,1.8367
16.076,65.978,869.328,4.595,0.691,1.8512
16.278,66.511,883.764,4.278,0.646,1.8641
