p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
18.094,65.785,971.591,5.435,0.982,2.0837
17.975,65.514,973.253,5.630,0.980,2.1197
18.383,66.019,981.315,5.664,0.966,2.1371
18.455,64.930,995.391,5.750,0.967,2.1621
18.553,65.453,986.904,5.823,0.943,2.1383
18.437,64.959,981.121,5.819,0.905,2.1451
18.502,63.760,970.242,5.646,0.828,2.1609
18.563,62.477,952.278,5.617,0.816,2.1170
18.380,62.440,941.036,5.406,0.830,2.0986
18.329,62.375,945.184,5.212,0.855,2.1078
18.250,62.151,959.040,5.263,0.884,2.0676
17.991,62.548,968.922,5.233,0.907,2.0550
17.628,61.159,972.116,5.187,0.939,2.0330
17.498,61.757,980.363,5.065,0.960,1.9940
17.566,61.752,996.034,5.215,0.971,2.0022
17.307,62.787,985.255,5.293,1.009,1.9813
17.359,63.046,977.168,5.592,1.024,1.9925
17.347,63.709,967.071,5.786,0.983,2.0045
17.277,64.131,956.124,5.830,0.943,2.0179
17.221,63.933,942.227,5.812,0.901,2.0107
17.559,65.013,938.900,5.737,0.907,2.0339
17.498,64.757,945.065,5.730,0.881,2.0689
17.843,65.885,953.692,5.537,0.852,2.0862
17.907,66.093,968.993,5.446,0.861,2.0921
