p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.347,69.525,809.775,3.510,0.687,1.6195
13.745,69.467,824.097,3.651,0.691,1.6625
13.807,68.714,818.455,3.774,0.648,1.6786
13.641,68.553,821.794,3.890,0.612,1.6587
13.831,68.040,818.627,3.991,0.607,1.6607
13.853,67.862,815.334,3.802,0.576,1.6900
14.159,67.332,798.013,3.870,0.545,1.6765
13.959,66.636,796.478,3.791,0.527,1.6637
13.895,66.787,784.839,3.531,0.560,1.6444
13.870,65.777,781.510,3.332,0.543,1.6072
13.627,64.967,790.479,3.232,0.586,1.6099
13.652,65.767,807.587,3.357,0.624,1.5722
13.187,65.641,813.082,3.275,0.646,1.5744
13.343,66.038,829.259,3.342,0.666,1.5477
12.916,66.030,824.206,3.328,0.693,1.5374
12.808,66.471,836.447,3.471,0.698,1.5142
12.802,66.813,823.669,3.741,0.715,1.5089
12.925,67.027,817.242,3.828,0.663,1.5145
12.937,68.347,797.264,3.955,0.633,1.5321
12.997,68.997,783.352,3.864,0.601,1.5317
12.784,68.459,788.080,3.912,0.590,1.5673
12.933,69.193,790.711,3.804,0.565,1.5907
13.404,69.015,784.995,3.804,0.557,1.5941
13.517,69.335,810.812,3.677,0.538,1.6181
