p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.650,74.468,812.791,4.033,0.786,1.6717
13.038,73.810,840.146,4.219,0.790,1.7136
12.984,73.938,841.092,4.183,0.759,1.7344
13.322,73.329,841.540,4.343,0.738,1.7295
13.144,72.893,839.289,4.213,0.669,1.7217
13.270,72.142,822.631,4.352,0.655,1.7542
13.182,71.373,813.479,4.103,0.621,1.7379
13.143,71.271,803.260,3.988,0.606,1.6998
13.152,70.613,792.413,3.960,0.629,1.7162
13.047,69.931,799.000,3.798,0.656,1.6753
13.140,69.180,795.369,3.618,0.669,1.6768
12.701,69.501,801.350,3.525,0.659,1.6475
12.591,70.171,821.585,3.743,0.710,1.6034
12.525,69.670,831.907,3.804,0.772,1.5974
12.505,70.350,840.054,3.717,0.748,1.5874
12.155,71.067,835.989,3.847,0.797,1.5889
12.101,70.620,828.222,3.974,0.785,1.5970
12.007,71.483,812.326,4.086,0.782,1.5886
12.119,72.855,811.843,4.315,0.733,1.5782
12.135,72.171,790.352,4.241,0.694,1.6052
12.328,73.596,801.162,4.276,0.658,1.6145
12.401,73.675,795.300,4.354,0.616,1.6372
12.439,73.494,795.671,4.051,0.647,1.6736
12.750,73.483,823.605,4.057,0.590,1.6772
