p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.032,71.579,799.555,3.987,0.763,1.6285
12.191,70.882,827.372,4.024,0.771,1.6326
12.091,71.172,822.984,4.182,0.751,1.6770
12.255,70.086,826.102,4.238,0.705,1.6825
12.354,69.815,818.013,4.287,0.678,1.6920
12.583,69.698,824.369,4.196,0.630,1.6752
12.332,69.085,796.265,4.300,0.597,1.6880
12.604,69.289,790.323,4.103,0.583,1.6468
12.191,68.062,784.097,4.055,0.574,1.6459
12.123,68.460,780.295,3.801,0.573,1.6228
11.927,68.066,789.201,3.604,0.623,1.6049
12.088,68.252,793.575,3.635,0.670,1.5908
11.679,66.948,818.700,3.541,0.671,1.5644
11.542,68.185,822.922,3.619,0.702,1.5349
11.665,68.116,830.203,3.886,0.747,1.5476
11.399,67.739,833.225,3.999,0.731,1.5338
11.198,69.295,819.237,4.161,0.718,1.5106
11.109,68.604,811.437,4.274,0.707,1.5230
11.426,69.343,797.558,4.314,0.712,1.5445
11.160,70.058,780.095,4.389,0.673,1.5354
11.263,71.595,772.537,4.408,0.646,1.5622
11.464,71.562,783.805,4.277,0.624,1.5842
11.619,71.964,782.701,4.077,0.601,1.6129
12.003,70.789,809.345,3.902,0.564,1.6139
