p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.915,72.885,835.857,4.323,0.852,1.7662
13.360,72.716,859.099,4.477,0.853,1.7625
13.300,73.448,870.389,4.593,0.825,1.7918
13.414,72.767,867.214,4.784,0.762,1.7928
13.500,71.802,853.718,4.765,0.749,1.8081
13.770,70.642,848.096,4.564,0.684,1.7950
13.500,70.971,833.136,4.569,0.678,1.7758
13.743,69.617,822.657,4.345,0.670,1.7757
13.537,70.002,811.072,4.249,0.642,1.7599
13.540,69.060,823.070,4.246,0.656,1.7454
13.210,69.755,824.864,4.150,0.685,1.7323
13.049,69.008,834.257,4.083,0.760,1.7071
13.060,68.229,854.959,4.111,0.780,1.6776
12.962,68.963,865.551,4.004,0.805,1.6604
12.553,69.688,865.071,4.061,0.816,1.6566
12.739,70.623,856.437,4.231,0.826,1.6511
12.347,69.620,857.125,4.483,0.816,1.6488
12.409,70.704,848.001,4.444,0.794,1.6496
12.531,71.965,835.716,4.725,0.782,1.6344
12.344,71.341,825.451,4.606,0.775,1.6825
12.768,72.717,815.418,4.671,0.709,1.6829
12.640,73.452,818.666,4.525,0.711,1.7052
12.869,73.048,817.469,4.549,0.657,1.7492
13.066,72.849,844.476,4.373,0.682,1.7464
