p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.256,66.845,803.224,3.961,0.685,1.6079
13.571,66.736,822.323,4.061,0.674,1.6286
13.745,65.880,833.343,4.233,0.685,1.6745
13.591,66.102,822.408,4.291,0.673,1.6526
13.902,64.915,816.644,4.279,0.606,1.6709
13.875,64.954,813.775,4.299,0.580,1.6584
14.091,63.963,797.000,4.146,0.568,1.6805
13.878,63.536,781.282,3.895,0.534,1.6546
13.688,63.820,771.092,3.732,0.581,1.6420
13.821,63.443,770.182,3.640,0.589,1.6153
13.650,63.213,790.329,3.487,0.560,1.5790
13.289,63.078,800.967,3.636,0.603,1.5656
13.332,63.007,807.613,3.476,0.654,1.5374
13.052,63.457,827.433,3.643,0.676,1.5500
12.946,62.752,825.143,3.626,0.715,1.5327
12.959,63.585,819.633,3.749,0.696,1.5032
12.655,64.461,817.242,4.047,0.681,1.5083
12.673,64.122,799.423,4.198,0.712,1.5329
12.670,65.075,790.803,4.113,0.684,1.5300
12.771,66.399,782.611,4.273,0.614,1.5296
12.860,65.673,769.035,4.307,0.604,1.5498
13.000,65.710,788.946,4.052,0.599,1.5684
13.086,67.358,797.638,4.115,0.561,1.6171
13.519,66.904,811.549,3.771,0.578,1.6142
