p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.098,74.033,759.665,3.029,0.609,1.4871
11.148,72.646,757.863,3.114,0.625,1.5134
11.378,73.291,773.559,3.325,0.620,1.5181
11.589,73.487,784.524,3.479,0.584,1.5444
11.754,72.042,767.829,3.535,0.566,1.5226
11.630,72.640,752.650,3.487,0.537,1.5184
11.714,70.770,756.216,3.379,0.483,1.5204
11.591,71.322,736.305,3.237,0.481,1.5148
11.612,71.123,725.749,3.060,0.439,1.4970
11.478,69.846,734.586,2.829,0.480,1.4747
11.162,69.422,739.081,2.720,0.510,1.4334
11.269,69.630,752.202,2.802,0.542,1.4288
11.100,70.227,766.469,2.679,0.558,1.4106
10.931,69.394,769.668,2.894,0.618,1.3778
10.737,70.239,770.766,2.790,0.620,1.3878
10.553,69.738,783.104,3.070,0.626,1.3811
10.628,70.428,767.808,3.247,0.603,1.3574
10.561,71.355,745.794,3.212,0.634,1.3773
10.692,71.727,738.191,3.448,0.560,1.3779
10.406,72.188,733.721,3.530,0.550,1.3863
10.622,72.428,734.771,3.452,0.509,1.4275
10.798,72.441,729.926,3.461,0.464,1.4333
10.806,74.168,737.593,3.111,0.465,1.4412
11.262,73.601,757.187,3.199,0.446,1.4860
